var1,var2,MI,MI_norm,r2,gap_MI_r2
age_moyen,DISP_GI21,0.0221,0.0061,0.001,0.0051
pct_csp_agriculteur,bpe_total_pour1000,0.0209,0.0058,0.0007,0.0051
pct_csp_independant,DISP_PPSOC21,0.065,0.0181,0.0131,0.005
pct_immigres,bpe_total_pour1000,0.0397,0.011,0.0061,0.005
DISP_PPEN21,bpe_D_sante_pour1000,0.0424,0.0118,0.0068,0.005
pct_csp_plus,bpe_total_pour1000,0.02,0.0056,0.0006,0.005
ecart_csp_plus_hf,bpe_total_pour1000,0.0179,0.005,0.0,0.0049
pct_inactif,pct_chauffage_elec,0.0324,0.009,0.0041,0.0049
DISP_PPFAM21,bpe_ecole_privee_pour1000,0.0274,0.0076,0.0027,0.0049
pct_logements_5p_plus,bpe_A_services_pour1000,0.0415,0.0115,0.0066,0.0049
pct_maison,pct_appart,3.6033,1.0,0.9952,0.0048
pct_logements_recents,bpe_ecole_privee_pour1000,0.019,0.0053,0.0004,0.0048
ecart_csp_plus_hf,bpe_educ_prioritaire_pour1000,0.0198,0.0055,0.0007,0.0048
DISP_S80S2021,pct_inactif,0.0182,0.005,0.0002,0.0048
pct_20_64,pct_csp_independant,0.022,0.0061,0.0013,0.0048
taille_menage_moy,DISP_GI21,0.0254,0.007,0.0024,0.0047
pct_csp_independant,DISP_PPMINI21,0.0765,0.0212,0.0165,0.0047
pct_csp_ouvrier,bpe_ecole_privee_pour1000,0.0302,0.0084,0.0037,0.0047
pct_0_19,pct_chauffage_elec,0.0168,0.0047,0.0,0.0047
DISP_S80S2021,pct_appart,0.1004,0.0279,0.0232,0.0047
taille_menage_moy,pct_bac_plus,0.0171,0.0047,0.0,0.0047
pct_etrangers,pct_csp_agriculteur,0.1011,0.0281,0.0235,0.0046
pct_immigres,bpe_ecole_privee_pour1000,0.026,0.0072,0.0027,0.0046
pct_actifs_2roues,pct_logvac,0.0202,0.0056,0.001,0.0046
DISP_PTSA21,pct_interim,0.0815,0.0226,0.0181,0.0046
pct_interim,pct_logements_5p_plus,0.0393,0.0109,0.0063,0.0046
pct_hors_menage,pct_chauffage_gaz_ville,0.0886,0.0246,0.02,0.0046
DISP_PTSA21,pct_grands_logements,0.0876,0.0243,0.0198,0.0045
pct_interim,bpe_G_tourisme_pour1000,0.061,0.0169,0.0124,0.0045
taille_menage_moy,pct_0_19,0.0196,0.0054,0.001,0.0045
DISP_PPAT21,pct_logvac,0.022,0.0061,0.0016,0.0045
DISP_TP6021,pct_etudiants,0.0642,0.0178,0.0134,0.0045
ecart_csp_plus_hf,pct_actifs_transports,0.1474,0.0409,0.0364,0.0045
pct_logvac,bpe_G_tourisme_pour1000,0.0239,0.0066,0.0022,0.0045
pct_actifs_velo,pct_logvac,0.0164,0.0045,0.0001,0.0044
pct_csp_retraite,pct_cdd,0.0345,0.0096,0.0052,0.0044
pct_femmes,pct_logvac,0.0258,0.0071,0.0027,0.0044
taille_menage_moy,pct_temps_partiel,0.038,0.0106,0.0062,0.0044
pct_csp_ouvrier,bpe_G_tourisme_pour1000,0.0636,0.0177,0.0132,0.0044
pct_csp_employe,DISP_PPLOGT21,0.0637,0.0177,0.0133,0.0043
pct_hlm,pct_chauffage_elec,0.1118,0.031,0.0267,0.0043
pct_hors_menage,DISP_MED21,0.0191,0.0053,0.001,0.0043
pct_etrangers,bpe_ecole_privee_pour1000,0.0243,0.0067,0.0025,0.0043
DISP_S80S2021,pct_maison,0.1036,0.0287,0.0245,0.0043
pct_csp_agriculteur,pct_sans_diplome,0.0252,0.007,0.0027,0.0043
DISP_GI21,bpe_C_enseignement_pour1000,0.0237,0.0066,0.0023,0.0043
pct_logements_recents,bpe_A_services_pour1000,0.0159,0.0044,0.0002,0.0042
bpe_G_tourisme_pour1000,pct_sport_accessible,0.0561,0.0156,0.0114,0.0042
pct_femmes,DISP_PPSOC21,0.0303,0.0084,0.0042,0.0042
pct_etrangers,pct_actifs_2roues,0.0839,0.0233,0.0191,0.0042
pct_femmes,pct_temps_partiel,0.0187,0.0052,0.001,0.0042
pct_csp_ouvrier,DISP_PPSOC21,0.1363,0.0378,0.0336,0.0042
age_moyen,taille_menage_moy,0.0174,0.0048,0.0008,0.0041
pct_sans_diplome,bpe_A_services_pour1000,0.0188,0.0052,0.0011,0.0041
pct_logements_recents,bpe_total_pour1000,0.0177,0.0049,0.0008,0.0041
DISP_PIMPOT21,bpe_D_sante_pour1000,0.0925,0.0257,0.0216,0.0041
bpe_F_sports_culture_pour1000,bpe_educ_prioritaire_pour1000,0.0352,0.0098,0.0057,0.0041
DISP_S80S2021,nb_pieces_moyen,0.0752,0.0209,0.0168,0.004
pct_logements_anciens,bpe_total_pour1000,0.0225,0.0062,0.0023,0.004
pct_csp_sans_emploi,pct_logvac,0.0153,0.0042,0.0002,0.004
pct_20_64,DISP_PPMINI21,0.0418,0.0116,0.0076,0.004
taille_menage_moy,pct_studios,0.0805,0.0223,0.0183,0.004
bpe_D_sante_pour1000,bpe_educ_prioritaire_pour1000,0.0247,0.0069,0.0029,0.0039
pct_sans_diplome,bpe_sport_indoor_pour1000,0.0197,0.0055,0.0015,0.0039
DISP_PCHO21,bpe_A_services_pour1000,0.0574,0.0159,0.012,0.0039
pct_csp_employe,pct_cdi,0.0206,0.0057,0.0018,0.0039
pct_0_19,pct_bac_plus,0.0145,0.004,0.0001,0.0039
pct_immigres,bpe_B_commerces_pour1000,0.0891,0.0247,0.0208,0.0039
pct_sans_diplome,pct_actifs_2roues,0.0287,0.008,0.0041,0.0039
pct_csp_agriculteur,bpe_A_services_pour1000,0.0311,0.0086,0.0048,0.0039
pct_chauffage_gaz_bouteille,bpe_A_services_pour1000,0.0321,0.0089,0.005,0.0039
pct_chomage,bpe_A_services_pour1000,0.0159,0.0044,0.0005,0.0039
pct_csp_intermediaire,pct_actifs_voiture,0.0549,0.0152,0.0114,0.0039
pct_bac_plus,pct_sport_accessible,0.0144,0.004,0.0003,0.0038
pct_csp_ouvrier,bpe_E_transports_pour1000,0.0815,0.0226,0.0188,0.0038
DISP_PPAT21,pct_temps_partiel,0.0149,0.0041,0.0003,0.0038
DISP_S80S2021,pct_chauffage_elec,0.0262,0.0073,0.0034,0.0038
DISP_GI21,pct_logvac,0.0137,0.0038,0.0,0.0038
pct_csp_independant,pct_chomage,0.0693,0.0192,0.0155,0.0038
pct_csp_ouvrier,DISP_PPEN21,0.0417,0.0116,0.0077,0.0038
pct_csp_independant,DISP_PPLOGT21,0.0803,0.0223,0.0185,0.0038
DISP_TP6021,pct_chauffage_fioul,0.1972,0.0547,0.0509,0.0038
pct_femmes,bpe_total_pour1000,0.0184,0.0051,0.0013,0.0038
pct_interim,bpe_ecole_privee_pour1000,0.0184,0.0051,0.0013,0.0038
pct_temps_partiel,pct_proprietaires,0.0201,0.0056,0.0019,0.0037
pct_temps_partiel,bpe_G_tourisme_pour1000,0.047,0.013,0.0093,0.0037
pct_0_19,pct_suroccupation,0.02,0.0055,0.0018,0.0037
pct_csp_retraite,pct_chomage,0.029,0.008,0.0043,0.0037
DISP_PIMPOT21,pct_sport_accessible,0.0142,0.0039,0.0002,0.0037
pct_csp_independant,pct_logvac,0.0162,0.0045,0.0008,0.0037
pct_0_19,pct_capbep,0.0134,0.0037,0.0,0.0037
pct_inactif,bpe_B_commerces_pour1000,0.0627,0.0174,0.0137,0.0037
pct_inactif,pct_actifs_transports,0.0628,0.0174,0.0137,0.0037
pct_etrangers,pct_temps_partiel,0.0295,0.0082,0.0045,0.0037
pct_hors_menage,pct_chauffage_elec,0.0277,0.0077,0.004,0.0037
DISP_TP6021,bpe_ecole_privee_pour1000,0.0205,0.0057,0.0021,0.0036
DISP_PPLOGT21,bpe_total_pour1000,0.0282,0.0078,0.0042,0.0036
pct_logvac,pct_suroccupation,0.0144,0.004,0.0004,0.0036
bpe_B_commerces_pour1000,bpe_educ_prioritaire_pour1000,0.0132,0.0037,0.0001,0.0036
pct_logvac,bpe_A_services_pour1000,0.037,0.0103,0.0067,0.0036
pct_temps_partiel,pct_voiture_0,0.013,0.0036,0.0001,0.0035
pct_csp_plus,bpe_F_sports_culture_pour1000,0.1604,0.0445,0.0411,0.0035
ecart_csp_plus_hf,pct_chauffage_elec,0.0454,0.0126,0.0092,0.0034
DISP_PPMINI21,pct_sport_accessible,0.0125,0.0035,0.0001,0.0034
pct_actifs_2roues,bpe_educ_prioritaire_pour1000,0.0127,0.0035,0.0003,0.0033
pct_actifs_transports,bpe_D_sante_pour1000,0.1669,0.0463,0.0431,0.0033
DISP_S80S2021,DISP_PPEN21,0.028,0.0078,0.0045,0.0033
pct_csp_sans_emploi,bpe_D_sante_pour1000,0.1509,0.0419,0.0386,0.0033
pct_bac_plus,pct_garage,0.0652,0.0181,0.0148,0.0033
pct_csp_employe,pct_chauffage_elec,0.0169,0.0047,0.0015,0.0032
pct_20_64,bpe_sport_indoor_pour1000,0.0211,0.0059,0.0027,0.0032
pct_csp_agriculteur,DISP_GI21,0.0897,0.0249,0.0217,0.0032
nb_pieces_moyen,bpe_A_services_pour1000,0.0325,0.009,0.0059,0.0032
DISP_PPMINI21,pct_etudiants,0.0579,0.0161,0.0129,0.0032
pct_cdi,bpe_F_sports_culture_pour1000,0.0713,0.0198,0.0166,0.0032
pct_logvac,pct_appart,0.0126,0.0035,0.0003,0.0032
pct_csp_intermediaire,pct_etudiants,0.044,0.0122,0.009,0.0032
pct_temps_partiel,pct_chauffage_gaz_bouteille,0.0192,0.0053,0.0022,0.0031
pct_csp_independant,DISP_PPAT21,0.1188,0.033,0.0299,0.0031
pct_65_plus,DISP_MED21,0.0777,0.0216,0.0185,0.0031
pct_logements_recents,surface_moyenne,0.1019,0.0283,0.0252,0.0031
pct_0_19,pct_actifs_velo,0.0304,0.0084,0.0053,0.0031
pct_65_plus,nb_pieces_moyen,0.0753,0.0209,0.0178,0.0031
taille_menage_moy,pct_etudiants,0.0513,0.0142,0.0111,0.0031
pct_sup5,pct_cdi,0.0191,0.0053,0.0022,0.0031
DISP_PPSOC21,bpe_total_pour1000,0.0125,0.0035,0.0004,0.0031
pct_logvac,pct_sport_accessible,0.0122,0.0034,0.0003,0.0031
pct_0_19,pct_appart,0.0286,0.0079,0.0048,0.0031
pct_csp_retraite,bpe_G_tourisme_pour1000,0.0488,0.0135,0.0104,0.0031
pct_etrangers,pct_femmes,0.0603,0.0167,0.0137,0.0031
pct_interim,bpe_total_pour1000,0.0402,0.0112,0.0082,0.003
pct_csp_employe,pct_sans_diplome,0.0233,0.0065,0.0034,0.003
pct_csp_retraite,bpe_ecole_privee_pour1000,0.0229,0.0063,0.0034,0.003
pct_20_64,pct_actifs_2roues,0.0169,0.0047,0.0017,0.003
pct_logements_anciens,pct_studios,0.1153,0.032,0.0291,0.0029
pct_femmes,pct_sans_diplome,0.0127,0.0035,0.0006,0.0029
pct_csp_employe,pct_voiture_2plus,0.0104,0.0029,0.0,0.0029
pct_hors_menage,DISP_PIMPOT21,0.0143,0.004,0.001,0.0029
pct_temps_partiel,pct_logements_5p_plus,0.0114,0.0032,0.0002,0.0029
pct_suroccupation,bpe_total_pour1000,0.0453,0.0126,0.0096,0.0029
pct_20_64,bpe_A_services_pour1000,0.0109,0.003,0.0001,0.0029
pct_csp_agriculteur,bpe_ecole_privee_pour1000,0.0391,0.0109,0.008,0.0028
ecart_csp_plus_hf,pct_csp_ouvrier,0.1508,0.0419,0.0391,0.0028
DISP_PPEN21,bpe_C_enseignement_pour1000,0.01,0.0028,0.0,0.0028
pct_femmes,pct_csp_sans_emploi,0.0488,0.0136,0.0107,0.0028
pct_hors_menage,pct_65_plus,0.0265,0.0073,0.0046,0.0028
pct_65_plus,DISP_GI21,0.0158,0.0044,0.0017,0.0027
pct_cdd,bpe_ecole_privee_pour1000,0.0199,0.0055,0.0028,0.0027
DISP_S80S2021,pct_cdi,0.0402,0.0112,0.0084,0.0027
pct_csp_agriculteur,pct_voiture_2plus,0.1472,0.0409,0.0382,0.0027
pct_chauffage_autre,bpe_A_services_pour1000,0.0505,0.014,0.0113,0.0027
DISP_PPFAM21,pct_sport_accessible,0.0155,0.0043,0.0016,0.0027
pct_etrangers,pct_csp_intermediaire,0.0492,0.0137,0.0109,0.0027
pct_chauffage_fioul,bpe_F_sports_culture_pour1000,0.1651,0.0458,0.0433,0.0026
pct_immigres,pct_logvac,0.0095,0.0026,0.0,0.0026
pct_65_plus,pct_cdi,0.0326,0.009,0.0064,0.0026
pct_20_64,pct_sport_accessible,0.0164,0.0046,0.002,0.0025
pct_logvac,pct_grands_logements,0.0099,0.0027,0.0002,0.0025
pct_csp_retraite,pct_suroccupation,0.1495,0.0415,0.039,0.0025
age_moyen,pct_hors_menage,0.0147,0.0041,0.0016,0.0025
pct_csp_employe,DISP_PPSOC21,0.0701,0.0195,0.0169,0.0025
pct_etrangers,bpe_D_sante_pour1000,0.1034,0.0287,0.0262,0.0025
DISP_PPFAM21,pct_voiture_0,0.1634,0.0454,0.0429,0.0025
pct_csp_employe,nb_pieces_moyen,0.0317,0.0088,0.0062,0.0025
pct_csp_sans_emploi,pct_temps_partiel,0.0314,0.0087,0.0062,0.0025
DISP_PPLOGT21,pct_sport_accessible,0.009,0.0025,0.0001,0.0024
pct_csp_ouvrier,pct_logements_anciens,0.0339,0.0094,0.007,0.0024
pct_csp_independant,DISP_PPEN21,0.0117,0.0033,0.0008,0.0024
DISP_PPEN21,pct_chauffage_gaz_bouteille,0.0221,0.0061,0.0038,0.0024
pct_actifs_transports,pct_logvac,0.029,0.008,0.0056,0.0024
DISP_PACT21,bpe_G_tourisme_pour1000,0.062,0.0172,0.0148,0.0024
pct_0_19,pct_studios,0.0264,0.0073,0.005,0.0023
pct_20_64,DISP_PPFAM21,0.0333,0.0092,0.0069,0.0023
DISP_GI21,bpe_sport_indoor_pour1000,0.0083,0.0023,0.0,0.0023
DISP_PPAT21,pct_sport_accessible,0.0157,0.0044,0.0022,0.0022
DISP_PPMINI21,bpe_sport_indoor_pour1000,0.015,0.0042,0.002,0.0022
age_moyen,pct_garage,0.0598,0.0166,0.0144,0.0022
taille_menage_moy,pct_actifs_voiture,0.0294,0.0082,0.0059,0.0022
pct_bac_plus,bpe_A_services_pour1000,0.0079,0.0022,0.0,0.0022
pct_femmes,pct_actifs_marche,0.1021,0.0283,0.0262,0.0022
pct_0_19,bpe_ecole_privee_pour1000,0.0079,0.0022,0.0,0.0022
DISP_RD21,pct_temps_partiel,0.0215,0.006,0.0038,0.0022
taille_menage_moy,DISP_PPSOC21,0.0097,0.0027,0.0005,0.0022
taille_menage_moy,DISP_PIMPOT21,0.014,0.0039,0.0018,0.0021
pct_immigres,pct_0_19,0.0696,0.0193,0.0172,0.0021
pct_sans_diplome,pct_sport_accessible,0.011,0.0031,0.0009,0.0021
pct_logvac,pct_maison,0.0084,0.0023,0.0003,0.002
ecart_csp_plus_hf,pct_0_19,0.0205,0.0057,0.0037,0.002
taille_menage_moy,pct_logvac,0.0091,0.0025,0.0005,0.002
pct_hors_menage,pct_chauffage_fioul,0.0592,0.0164,0.0144,0.002
pct_65_plus,bpe_ecole_privee_pour1000,0.0093,0.0026,0.0007,0.0019
DISP_PPLOGT21,bpe_D_sante_pour1000,0.1105,0.0307,0.0288,0.0019
pct_csp_intermediaire,bpe_A_services_pour1000,0.018,0.005,0.0031,0.0019
pct_csp_employe,pct_hlm,0.1539,0.0427,0.0409,0.0019
pct_actifs_transports,bpe_ecole_privee_pour1000,0.0338,0.0094,0.0075,0.0019
pct_hors_menage,pct_maison,0.0833,0.0231,0.0212,0.0019
pct_0_19,pct_maison,0.0228,0.0063,0.0044,0.0019
DISP_PPSOC21,bpe_G_tourisme_pour1000,0.0092,0.0026,0.0006,0.0019
DISP_MED21,bpe_ecole_privee_pour1000,0.0118,0.0033,0.0013,0.0019
pct_petits_logements,pct_logements_anciens,0.1207,0.0335,0.0316,0.0019
pct_sans_diplome,bpe_ecole_privee_pour1000,0.0097,0.0027,0.0009,0.0018
pct_sans_diplome,pct_chauffage_gaz_bouteille,0.0208,0.0058,0.004,0.0018
pct_chauffage_gaz_bouteille,bpe_total_pour1000,0.0129,0.0036,0.0019,0.0017
taille_menage_moy,bpe_educ_prioritaire_pour1000,0.0062,0.0017,0.0,0.0017
pct_logvac,pct_logements_5p_plus,0.0134,0.0037,0.002,0.0017
bpe_A_services_pour1000,pct_sport_accessible,0.0324,0.009,0.0073,0.0017
pct_csp_agriculteur,pct_cdi,0.015,0.0042,0.0025,0.0016
pct_etrangers,pct_bac_plus,0.0631,0.0175,0.0159,0.0016
pct_cdd,pct_logements_anciens,0.0382,0.0106,0.009,0.0016
pct_actifs_velo,bpe_educ_prioritaire_pour1000,0.0179,0.005,0.0034,0.0016
pct_actifs_transports,pct_actifs_marche,0.2028,0.0563,0.0547,0.0016
pct_hors_menage,DISP_PPLOGT21,0.0429,0.0119,0.0103,0.0016
DISP_PPFAM21,bpe_G_tourisme_pour1000,0.0722,0.0201,0.0185,0.0016
pct_etrangers,pct_csp_plus,0.0956,0.0265,0.0249,0.0016
DISP_TP6021,DISP_GI21,0.0521,0.0145,0.0129,0.0015
DISP_PPSOC21,pct_actifs_voiture,0.079,0.0219,0.0204,0.0015
taille_menage_moy,pct_cdd,0.0513,0.0142,0.0128,0.0015
DISP_PPMINI21,bpe_total_pour1000,0.0199,0.0055,0.0041,0.0015
bpe_total_pour1000,bpe_educ_prioritaire_pour1000,0.0079,0.0022,0.0007,0.0015
pct_csp_agriculteur,DISP_RD21,0.194,0.0538,0.0524,0.0015
pct_csp_intermediaire,pct_chauffage_fioul,0.0313,0.0087,0.0073,0.0014
pct_csp_ouvrier,pct_chomage,0.0271,0.0075,0.0061,0.0014
pct_csp_employe,surface_moyenne,0.0339,0.0094,0.008,0.0014
taille_menage_moy,DISP_PPEN21,0.006,0.0017,0.0002,0.0014
age_moyen,pct_logements_5p_plus,0.0786,0.0218,0.0205,0.0014
pct_temps_partiel,surface_moyenne,0.0082,0.0023,0.0008,0.0014
pct_csp_employe,pct_garage,0.0076,0.0021,0.0008,0.0013
DISP_PTSA21,DISP_PPFAM21,0.0758,0.021,0.0197,0.0013
pct_femmes,DISP_PIMPOT21,0.0448,0.0124,0.0111,0.0013
pct_locataires,pct_logvac,0.0084,0.0023,0.0011,0.0012
pct_temps_partiel,pct_grands_logements,0.0104,0.0029,0.0017,0.0012
pct_sans_diplome,bpe_G_tourisme_pour1000,0.0215,0.006,0.0047,0.0012
pct_cdi,pct_chauffage_elec,0.018,0.005,0.0038,0.0012
pct_csp_employe,pct_temps_partiel,0.0204,0.0057,0.0044,0.0012
taille_menage_moy,bpe_total_pour1000,0.0462,0.0128,0.0117,0.0011
pct_logvac,nb_pieces_moyen,0.008,0.0022,0.0011,0.0011
taille_menage_moy,pct_capbep,0.034,0.0094,0.0084,0.0011
pct_sans_diplome,surface_moyenne,0.0859,0.0238,0.0227,0.0011
pct_0_19,pct_csp_independant,0.0316,0.0088,0.0077,0.0011
pct_logvac,pct_petits_logements,0.0134,0.0037,0.0026,0.0011
DISP_PPEN21,DISP_PPFAM21,0.0622,0.0173,0.0162,0.0011
pct_chomage,bpe_E_transports_pour1000,0.0605,0.0168,0.0156,0.0011
ecart_csp_plus_hf,pct_appart,0.1112,0.0308,0.0299,0.001
pct_hors_menage,pct_csp_ouvrier,0.0505,0.014,0.013,0.001
pct_65_plus,pct_actifs_velo,0.0229,0.0063,0.0053,0.001
pct_20_64,bpe_educ_prioritaire_pour1000,0.0034,0.001,0.0,0.001
pct_csp_independant,pct_garage,0.0524,0.0145,0.0136,0.001
pct_hors_menage,pct_logvac,0.0102,0.0028,0.0018,0.001
DISP_PPSOC21,bpe_ecole_privee_pour1000,0.0044,0.0012,0.0003,0.0009
DISP_PACT21,pct_sport_accessible,0.0193,0.0054,0.0045,0.0009
pct_0_19,DISP_PPMINI21,0.054,0.015,0.014,0.0009
age_moyen,DISP_PPSOC21,0.0677,0.0188,0.0179,0.0009
pct_csp_ouvrier,pct_cdi,0.0196,0.0055,0.0045,0.0009
pct_femmes,pct_csp_retraite,0.0152,0.0042,0.0034,0.0009
pct_femmes,pct_inactif,0.0339,0.0094,0.0086,0.0009
pct_suroccupation,bpe_ecole_privee_pour1000,0.0354,0.0098,0.009,0.0009
DISP_PTSA21,pct_suroccupation,0.1228,0.0341,0.0331,0.0009
pct_bac_plus,pct_cdd,0.033,0.0091,0.0083,0.0008
DISP_GI21,bpe_educ_prioritaire_pour1000,0.0028,0.0008,0.0,0.0008
pct_hors_menage,pct_grands_logements,0.0709,0.0197,0.0188,0.0008
DISP_PIMPOT21,bpe_G_tourisme_pour1000,0.0243,0.0068,0.0059,0.0008
DISP_TP6021,pct_suroccupation,0.163,0.0452,0.0444,0.0008
DISP_S80S2021,pct_interim,0.1079,0.0299,0.0291,0.0008
pct_hlm,pct_petits_logements,0.2246,0.0623,0.0615,0.0008
DISP_PPMINI21,bpe_C_enseignement_pour1000,0.0364,0.0101,0.0094,0.0007
pct_hors_menage,DISP_PPSOC21,0.0164,0.0046,0.0039,0.0007
pct_sup5,pct_inactif,0.0215,0.006,0.0053,0.0007
pct_logvac,surface_moyenne,0.0072,0.002,0.0013,0.0007
pct_femmes,pct_chauffage_elec,0.0298,0.0083,0.0075,0.0007
pct_hors_menage,bpe_educ_prioritaire_pour1000,0.0032,0.0009,0.0002,0.0007
pct_actifs_velo,pct_suroccupation,0.1731,0.048,0.0474,0.0006
pct_csp_agriculteur,pct_capbep,0.0928,0.0258,0.0251,0.0006
DISP_PPLOGT21,bpe_ecole_privee_pour1000,0.0272,0.0075,0.007,0.0006
pct_actifs_voiture,pct_logvac,0.0058,0.0016,0.001,0.0006
pct_csp_ouvrier,pct_grands_logements,0.0318,0.0088,0.0082,0.0006
pct_csp_retraite,bpe_A_services_pour1000,0.0292,0.0081,0.0075,0.0006
bpe_educ_prioritaire_pour1000,bpe_ecole_privee_pour1000,0.0024,0.0007,0.0,0.0006
DISP_PPSOC21,pct_sport_accessible,0.0021,0.0006,0.0,0.0006
pct_sans_diplome,bpe_total_pour1000,0.0022,0.0006,0.0001,0.0005
DISP_PPAT21,bpe_B_commerces_pour1000,0.1114,0.0309,0.0304,0.0005
pct_cdd,pct_chauffage_fioul,0.0272,0.0075,0.0071,0.0004
pct_capbep,bpe_F_sports_culture_pour1000,0.1022,0.0284,0.028,0.0004
pct_immigres,pct_csp_ouvrier,0.0694,0.0193,0.0189,0.0004
pct_chomage,bpe_total_pour1000,0.0264,0.0073,0.0069,0.0004
age_moyen,pct_femmes,0.0145,0.004,0.0037,0.0003
pct_temps_partiel,pct_voiture_2plus,0.0125,0.0035,0.0032,0.0003
pct_csp_sans_emploi,pct_interim,0.1042,0.0289,0.0287,0.0003
pct_csp_independant,surface_moyenne,0.1007,0.028,0.0277,0.0003
pct_20_64,bpe_ecole_privee_pour1000,0.0046,0.0013,0.001,0.0003
pct_garage,bpe_A_services_pour1000,0.0187,0.0052,0.0049,0.0003
pct_chauffage_elec,bpe_G_tourisme_pour1000,0.0444,0.0123,0.012,0.0003
DISP_MED21,pct_actifs_velo,0.0675,0.0187,0.0184,0.0003
pct_csp_independant,DISP_PPFAM21,0.0792,0.022,0.0218,0.0002
pct_hors_menage,bpe_ecole_privee_pour1000,0.0354,0.0098,0.0096,0.0002
pct_sup5,pct_logvac,0.045,0.0125,0.0123,0.0002
DISP_PACT21,pct_locataires,0.0921,0.0255,0.0253,0.0002
pct_capbep,pct_cdi,0.0136,0.0038,0.0036,0.0002
pct_temps_partiel,bpe_educ_prioritaire_pour1000,0.0093,0.0026,0.0024,0.0001
pct_20_64,pct_logvac,0.023,0.0064,0.0063,0.0001
DISP_PPEN21,pct_chomage,0.0262,0.0073,0.0071,0.0001
pct_chomage,pct_actifs_velo,0.0705,0.0196,0.0195,0.0001
pct_csp_retraite,pct_actifs_velo,0.0833,0.0231,0.023,0.0001
pct_20_64,pct_chomage,0.0213,0.0059,0.0058,0.0001
pct_actifs_velo,bpe_total_pour1000,0.0425,0.0118,0.0118,-0.0
pct_proprietaires,pct_logvac,0.0063,0.0018,0.0017,0.0
pct_logvac,pct_chauffage_gaz_bouteille,0.0002,0.0001,0.0001,-0.0
pct_hors_menage,DISP_PPEN21,0.007,0.002,0.002,-0.0
DISP_S80S2021,pct_logements_5p_plus,0.0388,0.0108,0.0109,-0.0001
pct_actifs_2roues,pct_chauffage_elec,0.0405,0.0112,0.0113,-0.0001
DISP_MED21,pct_actifs_2roues,0.0631,0.0175,0.0177,-0.0001
pct_etrangers,pct_logvac,0.0035,0.001,0.0011,-0.0001
pct_hors_menage,DISP_PPMINI21,0.0357,0.0099,0.01,-0.0001
DISP_GI21,pct_temps_partiel,0.0039,0.0011,0.0011,-0.0001
pct_0_19,pct_sup5,0.0095,0.0026,0.0029,-0.0002
DISP_PPMINI21,bpe_ecole_privee_pour1000,0.0146,0.0041,0.0043,-0.0002
pct_csp_sans_emploi,bpe_total_pour1000,0.0102,0.0028,0.0031,-0.0002
bpe_total_pour1000,bpe_E_transports_pour1000,0.0484,0.0134,0.0136,-0.0002
bpe_ecole_privee_pour1000,bpe_sport_indoor_pour1000,0.0326,0.0091,0.0093,-0.0002
DISP_PPFAM21,surface_moyenne,0.1526,0.0424,0.0425,-0.0002
pct_chauffage_fioul,bpe_B_commerces_pour1000,0.1335,0.037,0.0374,-0.0003
pct_etudiants,bpe_A_services_pour1000,0.0388,0.0108,0.0111,-0.0003
pct_0_19,DISP_RD21,0.0132,0.0037,0.004,-0.0003
ecart_csp_plus_hf,pct_maison,0.1043,0.029,0.0293,-0.0003
pct_cdd,pct_actifs_velo,0.0792,0.022,0.0223,-0.0003
pct_interim,surface_moyenne,0.029,0.0081,0.0085,-0.0004
pct_grands_logements,pct_logements_recents,0.0819,0.0227,0.0231,-0.0004
pct_csp_agriculteur,pct_garage,0.0728,0.0202,0.0206,-0.0004
pct_actifs_marche,bpe_educ_prioritaire_pour1000,0.0184,0.0051,0.0056,-0.0005
pct_csp_independant,pct_grands_logements,0.1347,0.0374,0.0378,-0.0005
pct_csp_independant,pct_proprietaires,0.1169,0.0324,0.033,-0.0006
pct_csp_employe,bpe_A_services_pour1000,0.0091,0.0025,0.0031,-0.0006
pct_hors_menage,pct_garage,0.0314,0.0087,0.0093,-0.0006
pct_capbep,bpe_educ_prioritaire_pour1000,0.0093,0.0026,0.0032,-0.0006
pct_20_64,DISP_PPSOC21,0.0359,0.01,0.0105,-0.0006
DISP_PIMPOT21,bpe_E_transports_pour1000,0.0681,0.0189,0.0195,-0.0006
age_moyen,pct_interim,0.0311,0.0086,0.0093,-0.0006
pct_csp_employe,pct_chomage,0.0148,0.0041,0.0047,-0.0006
DISP_PPEN21,pct_sport_accessible,0.0091,0.0025,0.0033,-0.0007
pct_csp_ouvrier,pct_locataires,0.0321,0.0089,0.0097,-0.0007
pct_chauffage_gaz_bouteille,bpe_E_transports_pour1000,0.1058,0.0294,0.0301,-0.0007
pct_csp_intermediaire,DISP_S80S2021,0.0685,0.019,0.0197,-0.0007
pct_logvac,bpe_educ_prioritaire_pour1000,0.001,0.0003,0.001,-0.0007
DISP_PPEN21,bpe_A_services_pour1000,0.0123,0.0034,0.0042,-0.0008
DISP_TP6021,pct_sup5,0.0837,0.0232,0.0241,-0.0008
DISP_PPEN21,bpe_ecole_privee_pour1000,0.0,0.0,0.0008,-0.0008
pct_studios,bpe_educ_prioritaire_pour1000,0.0175,0.0049,0.0057,-0.0008
pct_65_plus,DISP_PCHO21,0.0825,0.0229,0.0237,-0.0008
DISP_PPMINI21,pct_studios,0.0837,0.0232,0.024,-0.0008
pct_csp_plus,pct_cdi,0.1102,0.0306,0.0314,-0.0008
