,national,MACRON,LE_PEN,MELENCHON,ZEMMOUR,PECRESSE,JADOT,ROUSSEL,HIDALGO,DUPONT_AIGNAN,AUTRE,ABSTENTION
pct_csp_agriculteur,0.7554412655175619,0.7342893922873093,0.9146270434552288,0.5372463262967292,0.7093464955181422,0.867887817981602,0.6176974921834361,0.7817555461519176,0.7641113431630983,0.9288787188825631,1.1946573142071815,0.6508467727925265
pct_csp_independant,3.7056367102760213,3.7454560944007915,3.758163301418176,3.4431615045953063,3.943690134245299,3.8896125682255827,3.73558794848409,3.6139730404356287,3.656983702013308,3.845071968724064,3.956549735933118,3.5537598854547734
pct_csp_plus,10.119210205700757,11.26392235135101,7.858720360626129,10.44046582025926,10.840494915643555,11.737230831004418,12.68170286781148,9.157084894941677,10.552149897772301,9.125223244327014,8.487666083805609,9.431501527078884
pct_csp_intermediaire,14.561227246342474,14.786747269340019,14.257040642700055,14.455641353675844,14.639002101181756,14.624732806687259,15.36360907991646,14.354801641029143,14.726133978191767,14.704181385054568,14.266696072652794,14.156762587017006
pct_csp_employe,15.549619821046146,15.083644975612271,15.953650417070039,16.071676393723827,15.25061293766302,14.741824116093554,14.911598664799312,15.710825169907102,15.291679743441657,15.623941016084737,15.558117980315794,15.879733865789047
pct_csp_ouvrier,11.83196121305475,11.201905311226113,13.172133532041405,11.79988809215511,11.011971951184325,10.806248716363209,10.430886207304294,12.157353440680565,11.443619903103578,12.424142559127517,12.41930895178276,12.234753969080176
pct_csp_retraite,27.12046684285753,27.41713995473751,28.42497667789885,24.7369700692188,27.627620068574753,27.955206467941377,26.316141855027535,27.92895011655333,27.553825571652606,28.169031245705643,28.972282452814238,26.694173444132975
pct_csp_sans_emploi,16.35643669520476,15.766894651044968,15.660688024790126,18.514950440075115,15.97726139598915,15.377256675702997,15.942775884473402,16.29525615030064,16.011495860661682,15.17952986209389,15.14472140848849,17.3984679486546
DISP_MED21,23717.63130980748,24586.167154840277,23018.93578395836,22744.39618850284,24526.63644842958,25168.86159032224,24914.033166706806,23110.577121536113,23780.732486378976,23823.919301603568,23276.11239336796,22997.8944926795
DISP_TP6021,14.95641602945902,13.627895931417408,14.741896199432633,17.98937349925656,14.023493638067395,13.0309069945978,13.297002062248643,15.26323307875314,14.399075591102484,13.724319184436089,14.315071534269965,16.72002483098483
DISP_GI21,0.26129389283625143,0.2659545750450368,0.2498595994087274,0.26370494782985826,0.2692129393603716,0.27063127498925593,0.2702478842343149,0.2551254916989073,0.2609685554056561,0.25555621552120417,0.2540910291524031,0.26106286139536083
DISP_RD21,3.1336051361320605,3.2055415629770176,2.928721545743919,3.217409449136926,3.2464323920051923,3.2644754725453735,3.2776714119020616,3.0317721784355074,3.1243348352605675,3.014334569152625,2.9697726263952937,3.143927478021162
DISP_S80S2021,4.058172245482869,4.1915550383862685,3.7663726349574156,4.0837185525355695,4.287109623167036,4.358257744912054,4.259101543176338,3.879287611996514,4.030565382042266,3.9186225293822003,3.909670818346832,4.030597809032238
DISP_PTSA21,64.66195917445998,65.32131069072612,62.797164363798565,65.88261719199349,64.44710930516788,65.09165068411131,66.83739776947522,63.61846534040007,64.51945980387654,64.02145861588276,62.50548028968169,64.04450517974462
DISP_PPAT21,8.365713119832328,8.985210426685779,7.9778643919225605,7.418115825992476,9.349137225752582,9.59859921571303,8.947831506726198,7.847161414656948,8.31843206317074,8.434561339675133,8.309474381265844,7.972974296761214
DISP_PPEN21,28.04100112902274,28.09680503684629,29.21106633650678,26.296601294114016,28.40133127829229,28.44598281755381,27.1344176913666,29.03473122437437,28.565956440174237,28.71232048832982,29.580755807008877,27.989143611218825
DISP_PPSOC21,6.148911335498411,5.488202682180257,6.250479644651399,7.488617815976671,5.537777837317727,5.106659100403216,5.232261721367466,6.384713575314136,5.901539535876315,5.647997841845505,5.930001331392936,6.97569795630741
DISP_PCHO21,3.040323249083296,2.9230548585301244,2.977694728749069,3.3467128683862457,2.965640381869577,2.8632148817662575,2.9651131578390837,3.01981619518639,2.9831995177351716,2.9335865559343137,2.9595641915088056,3.1669220354340695
DISP_PPFAM21,2.086695965047836,1.8903595471406494,2.157661838685819,2.468778348153944,1.8711235425539818,1.769409027719465,1.766804152988785,2.1307293128139198,1.964087720844632,1.9870520847171558,2.0129697006347893,2.295507506175869
