"NATURE_ZONAGE","COM_COMER","TNCC","NCC","NCCENR","LIBELLE","DATE_DEBUT","DATE_FIN"
"COM","95512","0","EL AIOUN","El-Aïoun","El-Aïoun","1943-01-01","1956-03-02"
"COM","95513","0","BERGUENT","Berguent","Berguent","1943-01-01","1956-03-02"
"COM","95521","0","BERKANE","Berkane","Berkane","1943-01-01","1956-03-02"
"COM","95522","0","MARTIMPREY DU KISS","Martimprey-du-Kiss","Martimprey-du-Kiss","1943-01-01","1956-03-02"
"COM","95531","0","FIGUIG","Figuig","Figuig","1943-01-01","1956-03-02"
"COM","95532","0","TENDRARA","Tendrara","Tendrara","1943-01-01","1956-03-02"
"COM","95541","0","TAOURIRT","Taourirt","Taourirt","1943-01-01","1956-03-02"
"COM","95542","0","DEBDOU","Debdou","Debdou","1943-01-01","1956-03-02"
"COM","95601","0","RABAT","Rabat","Rabat","1943-01-01","1956-03-02"
"COM","95610","0","RABAT BANLIEUE","Rabat-Banlieue","Rabat-Banlieue","1943-01-01","1956-03-02"
"COM","95622","0","SALE","Salé","Salé","1943-01-01","1956-03-02"
"COM","95631","0","MARCHAND","Marchand","Marchand","1943-01-01","1956-03-02"
"COM","95640","0","ZEMMOUR","Zemmour","Zemmour","1943-01-01","1956-03-02"
"COM","95641","0","KHEMISSET","Khémisset","Khémisset","1943-01-01","1956-03-02"
"COM","95642","0","OULMES","Oulmès","Oulmès","1943-01-01","1956-03-02"
"COM","95643","0","TEDDERS","Tedders","Tedders","1943-01-01","1956-03-02"
"COM","95652","0","OUEZZANE","Ouezzane","Ouezzane","1943-01-01","1956-03-02"
"COM","95653","0","ZOUMI","Zoumi","Zoumi","1943-01-01","1956-03-02"
"COM","95654","0","ARBAOUA","Arbaoua","Arbaoua","1943-01-01","1956-03-02"
"COM","95655","0","TEROUAL","Teroual","Teroual","1943-01-01","1956-03-02"
"COM","95661","0","PORT LYAUTEY","Port-Lyautey","Port-Lyautey","1943-01-01","1956-03-02"
"COM","95681","0","PETITJEAN","Petitjean","Petitjean","1943-01-01","1956-03-02"
"COM","95691","0","SOUK EL ARBA DU RHARB","Souk-el-Arba-du-Rharb","Souk-el-Arba-du-Rharb","1943-01-01","1956-03-02"
"COM","95692","0","MECHRA BEL KSIRI","Mechrâ-Bel-Ksiri","Mechrâ-Bel-Ksiri","1943-01-01","1956-03-02"
"COM","95693","0","HAD KOOURT","Had-Koourt","Had-Koourt","1943-01-01","1956-03-02"
"COM","95711","1","AGADIR","Agadir","Agadir","1943-01-01","1956-03-02"
"COM","95720","1","AGADIR BANLIEUE A INNEZGANE","Agadir-Banlieue à Innezgane","Agadir-Banlieue à Innezgane","1943-01-01","1956-03-02"
"COM","95730","0","IDA OU TANANE A IMMOUZER DES IDA OU TANANE","Ida-ou-Tanane à Immouzer-des-Ida-ou-Tanane","Ida-ou-Tanane à Immouzer-des-Ida-ou-Tanane","1943-01-01","1956-03-02"
"COM","95741","0","TAROUDANNT","Taroudannt","Taroudannt","1943-01-01","1956-03-02"
"COM","95742","0","TAFINEGOULT","Tafinegoult","Tafinegoult","1943-01-01","1956-03-02"
"COM","95743","0","IRHEM","Irhem","Irhem","1943-01-01","1956-03-02"
"COM","95744","0","ARGANA","Argana","Argana","1943-01-01","1956-03-02"
"COM","95750","0","CONFINS","Confins","Confins","1943-01-01","1956-03-02"
"COM","95761","0","TIZNIT","Tiznit","Tiznit","1943-01-01","1956-03-02"
"COM","95770","0","BOU IZAKARN","Bou-Izakarn","Bou-Izakarn","1943-01-01","1956-03-02"
"COM","95771","0","ANEZI","Anezi","Anezi","1943-01-01","1956-03-02"
"COM","95772","0","TAFRAOUTE","Tafraoute","Tafraoute","1943-01-01","1956-03-02"
"COM","95780","0","GOULIMINE","Goulimine","Goulimine","1943-01-01","1956-03-02"
"COM","95790","0","AKKA","Akka","Akka","1943-01-01","1956-03-02"
"COM","95791","0","TATA","Tata","Tata","1943-01-01","1956-03-02"
"COM","96111","0","BIZERTE","Bizerte","Bizerte","1943-01-01","1956-03-20"
"COM","96113","0","FERRYVILLE","Ferryville","Ferryville","1943-01-01","1956-03-20"
"COM","96114","0","LA GALITE","La Galite","La Galite","1943-01-01","1956-03-20"
"COM","96115","0","MATEUR","Mateur","Mateur","1943-01-01","1956-03-20"
"COM","96117","0","PORTO FARINA","Porto-Farina","Porto-Farina","1943-01-01","1956-03-20"
"COM","96118","0","SEDJENANE","Sedjenane","Sedjenane","1943-01-01","1956-03-20"
"COM","96119","0","ZANA UTIQUE","Zana-Utique","Zana-Utique","1943-01-01","1956-03-20"
"COM","96131","0","BEJA","Béja","Béja","1943-01-01","1956-03-20"
"COM","96133","0","DJEBEL ABIOD","Djebel-Abiod","Djebel-Abiod","1943-01-01","1956-03-20"
"COM","96141","0","TABARKA","Tabarka","Tabarka","1943-01-01","1956-03-20"
"COM","96142","0","AIN DRAHAM","Aïn-Draham","Aïn-Draham","1943-01-01","1956-03-20"
"COM","96144","0","BEN METIR","Ben-Métir","Ben-Métir","1943-01-01","1956-03-20"
"COM","96151","0","SOUK EL ARBA","Souk-El-Arba","Souk-El-Arba","1943-01-01","1956-03-20"
"COM","96153","0","GHARDIMAOU","Ghardimaou","Ghardimaou","1943-01-01","1956-03-20"
"COM","96155","0","SOUK EL KHEMIS","Souk-El-Khemis","Souk-El-Khemis","1943-01-01","1956-03-20"
"COM","96211","0","TUNIS","Tunis","Tunis","1943-01-01","1956-03-20"
"COM","96213","0","CARTHAGE","Carthage","Carthage","1943-01-01","1956-03-20"
"COM","96214","0","HAMMAM LIF","Hammam-Lif","Hammam-Lif","1943-01-01","1956-03-20"
"COM","96215","0","JARDINS MILIANE","Jardins-Miliane","Jardins-Miliane","1943-01-01","1956-03-20"
"COM","96216","0","LA GOULETTE","La Goulette","La Goulette","1943-01-01","1956-03-20"
"COM","96217","0","LA MARSA","La Marsa","La Marsa","1943-01-01","1956-03-20"
"COM","96218","0","LE BARDO","Le Bardo","Le Bardo","1943-01-01","1956-03-20"
"COM","96219","0","L ARIANA","L’Ariana","L’Ariana","1943-01-01","1956-03-20"
"COM","96221","0","FOCHVILLE BEN AROUS","Fochville-Ben-Arous","Fochville-Ben-Arous","1943-01-01","1956-03-20"
"COM","96222","0","MASSICAULT","Massicault","Massicault","1943-01-01","1956-03-20"
"COM","96223","0","MAXULA RADES","Maxula-Radès","Maxula-Radès","1943-01-01","1956-03-20"
"COM","96224","0","SAINT GERMAIN","Saint-Germain","Saint-Germain","1943-01-01","1956-03-20"
"COM","96225","0","SIDI BOU SAID","Sidi-Bou-Saïd","Sidi-Bou-Saïd","1943-01-01","1956-03-20"
"COM","96226","0","TEBOURBA","Tébourba","Tébourba","1943-01-01","1956-03-20"
"COM","96227","0","LA MANOUBA","La Manouba","La Manouba","1943-01-01","1956-03-20"
"COM","96228","0","OUED ELLIL","Oued-Ellil","Oued-Ellil","1943-01-01","1956-03-20"
"COM","96229","0","MEGRINE","Mégrine","Mégrine","1943-01-01","1956-03-20"
"COM","96231","0","ZAGHOUAN","Zaghouan","Zaghouan","1943-01-01","1956-03-20"
"COM","96233","0","PONT DU FAHS","Pont-du-Fahs","Pont-du-Fahs","1943-01-01","1956-03-20"
"COM","96241","0","GROMBALIA","Grombalia","Grombalia","1943-01-01","1956-03-20"
"COM","96242","0","HAMMAMET","Hammamet","Hammamet","1943-01-01","1956-03-20"
"COM","96243","0","KELIBIA","Kélibia","Kélibia","1943-01-01","1956-03-20"
"COM","96244","0","MENZEL TEMIME","Menzel-Temime","Menzel-Temime","1943-01-01","1956-03-20"
"COM","96245","0","MENZEL BOU ZELFA","Menzel-Bou-Zelfa","Menzel-Bou-Zelfa","1943-01-01","1956-03-20"
"COM","96246","0","NABEUL","Nabeul","Nabeul","1943-01-01","1956-03-20"
"COM","96248","0","SOLIMAN","Soliman","Soliman","1943-01-01","1956-03-20"
"COM","96252","0","EL OUDIANE","El-Oudiane","El-Oudiane","1943-01-01","1956-03-20"
"COM","96311","0","LE KEF","Le Kef","Le Kef","1943-01-01","1956-03-20"
"COM","96313","0","DJERISSA","Djérissa","Djérissa","1943-01-01","1956-03-20"
"COM","96314","0","EBBA KSOUR","Ebba-Ksour","Ebba-Ksour","1943-01-01","1956-03-20"
"COM","96315","0","KALLA DJERDA","Kalla-Djerda","Kalla-Djerda","1943-01-01","1956-03-20"
"COM","96316","0","KALLA ES SENAN","Kalla-Es-Senan","Kalla-Es-Senan","1943-01-01","1956-03-20"
"COM","96317","0","LE SERS","Le Sers","Le Sers","1943-01-01","1956-03-20"
"COM","96318","0","SAKIET SIDI YOUSSEF","Sakiet-Sidi-Youssef","Sakiet-Sidi-Youssef","1943-01-01","1956-03-20"
"COM","96319","0","TADJEROUINE","Tadjerouine","Tadjerouine","1943-01-01","1956-03-20"
"COM","96321","0","SIDI AMOR BEN SALEM","Sidi-Amor-Ben-Salem","Sidi-Amor-Ben-Salem","1943-01-01","1956-03-20"
"COM","96331","0","TEBOURSOUK","Téboursouk","Téboursouk","1943-01-01","1956-03-20"
"COM","96333","0","GAFOUR","Gafour","Gafour","1943-01-01","1956-03-20"
"COM","96334","0","LE KRIB","Le Krib","Le Krib","1943-01-01","1956-03-20"
"COM","96341","0","MAKTAR","Maktar","Maktar","1943-01-01","1956-03-20"
"COM","96343","0","SILIANA","Siliana","Siliana","1943-01-01","1956-03-20"
"COM","96351","0","MEDJEZ EL BAB","Medjez-el-Bab","Medjez-el-Bab","1943-01-01","1956-03-20"
"COM","96353","0","BOU ARADA","Bou-Arada","Bou-Arada","1943-01-01","1956-03-20"
"COM","96354","0","EL AROUSSA","El-Aroussa","El-Aroussa","1943-01-01","1956-03-20"
"COM","96411","0","SOUSSE","Sousse","Sousse","1943-01-01","1956-03-20"
"COM","96414","0","BOU FICHA","Bou-Ficha","Bou-Ficha","1943-01-01","1956-03-20"
"COM","96415","0","DJEMMAL","Djemmal","Djemmal","1943-01-01","1956-03-20"
"COM","96416","0","EL DJEM","El-Djem","El-Djem","1943-01-01","1956-03-20"
"COM","96417","0","ENFIDAVILLE","Enfidaville","Enfidaville","1943-01-01","1956-03-20"
"COM","96419","0","KSOUR ESSAF","Ksour-Essaf","Ksour-Essaf","1943-01-01","1956-03-20"
"COM","96422","0","MONASTIR","Monastir","Monastir","1943-01-01","1956-03-20"
"COM","96424","0","MOKNINE","Moknine","Moknine","1943-01-01","1956-03-20"
"COM","96425","0","M SAKEN","M’Saken","M’Saken","1943-01-01","1956-03-20"
"COM","96426","0","SIDI ALI NAR S ALLAH","Sidi-Ali-Nar’s-Allah","Sidi-Ali-Nar’s-Allah","1943-01-01","1956-03-20"
"COM","96427","0","SOUASSI","Souassi","Souassi","1943-01-01","1956-03-20"
"COM","96428","0","KALAA KEBIRA","Kalaa-Kébira","Kalaa-Kébira","1943-01-01","1956-03-20"
"COM","96429","0","KSAR ELLAL","Ksar-Ellal","Ksar-Ellal","1943-01-01","1956-03-20"
"COM","96441","0","MAHDIA","Mahdia","Mahdia","1943-01-01","1956-03-20"
"COM","96451","0","KAIROUAN","Kairouan","Kairouan","1943-01-01","1956-03-20"
"COM","96453","0","HADJEB EL AIOUN","Hadjeb-el-Aïoun","Hadjeb-el-Aïoun","1943-01-01","1956-03-20"
"COM","96454","0","PICHON","Pichon","Pichon","1943-01-01","1956-03-20"
"COM","96455","0","SBIKHA","Sbikha","Sbikha","1943-01-01","1956-03-20"
"COM","96456","0","ZLASS","Zlass","Zlass","1943-01-01","1956-03-20"
"COM","96457","0","SIDI AMOR BOU ADJELA","Sidi-Amor-Bou-Adjela","Sidi-Amor-Bou-Adjela","1943-01-01","1956-03-20"
"COM","96458","0","OUSSELTIA","Ousseltia","Ousseltia","1943-01-01","1956-03-20"
"COM","96461","0","THALA","Thala","Thala","1943-01-01","1956-03-20"
"COM","96462","0","FERIANA","Fériana","Fériana","1943-01-01","1956-03-20"
"COM","96463","0","KASSERINE","Kasserine","Kasserine","1943-01-01","1956-03-20"
"COM","96464","0","SBEITLA","Sbeitla","Sbeitla","1943-01-01","1956-03-20"
"COM","96467","0","FOUSSANA","Foussana","Foussana","1943-01-01","1956-03-20"
"COM","96511","0","SFAX","Sfax","Sfax","1943-01-01","1956-03-20"
"COM","96513","0","BOU THADI","Bou-Thadi","Bou-Thadi","1943-01-01","1956-03-20"
"COM","96514","0","DJEBENIANA","Djebeniana","Djebeniana","1943-01-01","1956-03-20"
"COM","96515","0","LA SKHIRA","La Skhira","La Skhira","1943-01-01","1956-03-20"
"COM","96516","0","MAHARES","Maharès","Maharès","1943-01-01","1956-03-20"
"COM","96521","0","GABES","Gabès","Gabès","1943-01-01","1956-03-20"
"COM","96523","0","EL HAMMA","El-Hamma","El-Hamma","1943-01-01","1956-03-20"
"COM","96531","0","GAFSA","Gafsa","Gafsa","1943-01-01","1956-03-20"
"COM","96533","0","AIN MOULARES","Aïn-Moularès","Aïn-Moularès","1943-01-01","1956-03-20"
"COM","96534","0","DJEBEL M DILLA","Djebel-M’Dilla","Djebel-M’Dilla","1943-01-01","1956-03-20"
"COM","96535","0","METLAOUI","Metlaoui","Metlaoui","1943-01-01","1956-03-20"
"COM","96536","0","MAKNASSY","Maknassy","Maknassy","1943-01-01","1956-03-20"
"COM","96537","0","PHILIPPE THOMAS","Philippe-Thomas","Philippe-Thomas","1943-01-01","1956-03-20"
"COM","96538","0","SIDI BOU ZID","Sidi-Bou-Zid","Sidi-Bou-Zid","1943-01-01","1956-03-20"
"COM","96542","0","DJEBEL TROZZA","Djebel-Trozza","Djebel-Trozza","1943-01-01","1956-03-20"
"COM","96543","0","REDEYEF","Redeyef","Redeyef","1943-01-01","1956-03-20"
"COM","96551","0","TOZEUR","Tozeur","Tozeur","1943-01-01","1956-03-20"
"COM","96553","0","NEFTA","Nefta","Nefta","1943-01-01","1956-03-20"
"COM","96561","0","DJERBA","Djerba","Djerba","1943-01-01","1956-03-20"
"COM","96800","4","EX TERRITOIRES MILITAIRES DU SUD","Ex-territoires militaires du Sud","Les Ex-territoires militaires du Sud","1943-01-01","1956-03-20"
"COM","96801","0","MEDENINE","Médenine","Médenine","1943-01-01","1956-03-20"
"COM","96803","0","BEN GARDANE","Ben-Gardane","Ben-Gardane","1943-01-01","1956-03-20"
"COM","96805","0","KEBILI","Kébili","Kébili","1943-01-01","1956-03-20"
"COM","96806","0","NEFZAOUA","Nefzaoua","Nefzaoua","1943-01-01","1956-03-20"
"COM","96807","0","MATMATA","Matmata","Matmata","1943-01-01","1956-03-20"
"COM","96809","0","TATAHOUINE","Tatahouine","Tatahouine","1943-01-01","1956-03-20"
"COM","96813","0","ZARZIS","Zarzis","Zarzis","1943-01-01","1956-03-20"
"COM","96815","0","DEHIBAT","Déhibat","Déhibat","1943-01-01","1956-03-20"
"COM","96816","0","MERAZIGUES","Mérazigues","Mérazigues","1943-01-01","1956-03-20"
"COM","97501","0","MIQUELON LANGLADE","Miquelon-Langlade","Miquelon-Langlade","1976-07-21",""
"COM","97502","0","SAINT PIERRE","Saint-Pierre","Saint-Pierre","1976-07-21",""
"COM","97601","1","ACOUA","Acoua","Acoua","2007-02-23","2011-03-31"
"COM","97602","0","BANDRABOUA","Bandraboua","Bandraboua","2007-02-23","2011-03-31"
"COM","97603","0","BANDRELE","Bandrele","Bandrele","2007-02-23","2011-03-31"
"COM","97604","0","BOUENI","Bouéni","Bouéni","2007-02-23","2011-03-31"
"COM","97605","0","CHICONI","Chiconi","Chiconi","2007-02-23","2011-03-31"
"COM","97606","0","CHIRONGUI","Chirongui","Chirongui","2007-02-23","2011-03-31"
"COM","97607","0","DEMBENI","Dembeni","Dembeni","2007-02-23","2011-03-31"
"COM","97608","0","DZAOUDZI","Dzaoudzi","Dzaoudzi","2007-02-23","2011-03-31"
"COM","97609","0","KANI KELI","Kani-Kéli","Kani-Kéli","2007-02-23","2011-03-31"
"COM","97610","0","KOUNGOU","Koungou","Koungou","2007-02-23","2011-03-31"
"COM","97611","0","MAMOUDZOU","Mamoudzou","Mamoudzou","2007-02-23","2011-03-31"
"COM","97612","0","MTSAMBORO","Mtsamboro","Mtsamboro","2007-02-23","2011-03-31"
"COM","97613","0","M TSANGAMOUJI","M'Tsangamouji","M'Tsangamouji","2007-02-23","2011-03-31"
"COM","97614","1","OUANGANI","Ouangani","Ouangani","2007-02-23","2011-03-31"
"COM","97615","0","PAMANDZI","Pamandzi","Pamandzi","2007-02-23","2011-03-31"
"COM","97616","0","SADA","Sada","Sada","2007-02-23","2011-03-31"
"COM","97617","0","TSINGONI","Tsingoni","Tsingoni","2007-02-23","2011-03-31"
"COM","97701","0","SAINT BARTHELEMY","Saint-Barthélemy","Saint-Barthélemy","2007-02-23",""
"COM","97801","0","SAINT MARTIN","Saint-Martin","Saint-Martin","2007-02-23",""
"CDM","98101","5","ILE DES FAISANS","Île des Faisans","Île des Faisans","1943-01-01",""
"DIS","98411","4","ILES SAINT PAUL ET AMSTERDAM","Îles Saint-Paul et Amsterdam","Îles Saint-Paul et Amsterdam","2007-02-23",""
"DIS","98412","5","ARCHIPEL DES KERGUELEN","Archipel des Kerguelen","Archipel des Kerguelen","2007-02-23",""
"DIS","98413","5","ARCHIPEL DES CROZET","Archipel des Crozet","Archipel des Crozet","2007-02-23",""
"DIS","98414","3","TERRE ADELIE","Terre-Adélie","Terre-Adélie","2007-02-23",""
"DIS","98415","4","ILES EPARSES DE L OCEAN INDIEN","Îles Éparses de l'océan Indien","Îles Éparses de l'océan Indien","2007-02-23",""
"COM","98501","1","ACOUA","Acoua","Acoua","1977-05-20","2007-02-23"
"COM","98502","0","BANDRABOUA","Bandraboua","Bandraboua","1977-05-20","2007-02-23"
"COM","98503","0","BANDRELE","Bandrele","Bandrele","1977-05-20","2007-02-23"
"COM","98504","0","BOUENI","Bouéni","Bouéni","1977-05-20","2007-02-23"
"COM","98505","0","CHICONI","Chiconi","Chiconi","1977-05-20","2007-02-23"
"COM","98506","0","CHIRONGUI","Chirongui","Chirongui","1977-05-20","2007-02-23"
"COM","98507","0","DEMBENI","Dembeni","Dembeni","1977-05-20","2007-02-23"
"COM","98508","0","DZAOUDZI","Dzaoudzi","Dzaoudzi","1977-05-20","2007-02-23"
"COM","98509","0","KANI KELI","Kani-Kéli","Kani-Kéli","1977-05-20","2007-02-23"
"COM","98510","0","KOUNGOU","Koungou","Koungou","1977-05-20","2007-02-23"
"COM","98511","0","MAMOUDZOU","Mamoudzou","Mamoudzou","1977-05-20","2007-02-23"
"COM","98512","0","MTSAMBORO","Mtsamboro","Mtsamboro","1977-05-20","2007-02-23"
"COM","98513","0","M TSANGAMOUJI","M'Tsangamouji","M'Tsangamouji","1977-05-20","2007-02-23"
"COM","98514","1","OUANGANI","Ouangani","Ouangani","1977-05-20","2007-02-23"
"COM","98515","0","PAMANDZI","Pamandzi","Pamandzi","1977-05-20","2007-02-23"
"COM","98516","0","SADA","Sada","Sada","1977-05-20","2007-02-23"
"COM","98517","0","TSINGONI","Tsingoni","Tsingoni","1977-05-20","2007-02-23"
"CIR","98611","1","ALO","Alo","Alo","1985-01-01",""
"CIR","98612","0","SIGAVE","Sigave","Sigave","1985-01-01",""
"CIR","98613","1","UVEA","Uvea","Uvea","1985-01-01",""
"COM","98711","1","ANAA","Anaa","Anaa","1972-05-21",""
"COM","98712","1","ARUE","Arue","Arue","1972-05-21",""
"COM","98713","1","ARUTUA","Arutua","Arutua","1972-05-21",""
"COM","98714","0","BORA BORA","Bora-Bora","Bora-Bora","1972-05-21",""
"COM","98715","0","FAAA","Faaa","Faaa","1972-05-21",""
"COM","98716","0","FAKARAVA","Fakarava","Fakarava","1972-05-21",""
"COM","98717","0","FANGATAU","Fangatau","Fangatau","1972-05-21",""
"COM","98718","0","FATU HIVA","Fatu-Hiva","Fatu-Hiva","1972-05-21",""
"COM","98719","0","GAMBIER","Gambier","Gambier","1972-05-21",""
"COM","98720","0","HAO","Hao","Hao","1972-05-21",""
"COM","98721","0","HIKUERU","Hikueru","Hikueru","1972-05-21",""
"COM","98722","0","HITIAA O TE RA","Hitiaa O Te Ra","Hitiaa O Te Ra","1972-05-21",""
"COM","98723","0","HIVA OA","Hiva-Oa","Hiva-Oa","1972-05-21",""
"COM","98724","0","HUAHINE","Huahine","Huahine","1972-05-21",""
"COM","98725","0","MAHINA","Mahina","Mahina","1972-05-21",""
"COM","98726","0","MAKEMO","Makemo","Makemo","1972-05-21",""
"COM","98727","0","MANIHI","Manihi","Manihi","1972-05-21",""
"COM","98728","0","MAUPITI","Maupiti","Maupiti","1972-05-21",""
"COM","98729","0","MOOREA MAIAO","Moorea-Maiao","Moorea-Maiao","1972-05-21",""
"COM","98730","0","NAPUKA","Napuka","Napuka","1972-05-21",""
"COM","98731","0","NUKU HIVA","Nuku-Hiva","Nuku-Hiva","1972-05-21",""
"COM","98732","0","NUKUTAVAKE","Nukutavake","Nukutavake","1972-05-21",""
"COM","98733","0","PAEA","Paea","Paea","1972-05-21",""
"COM","98734","0","PAPARA","Papara","Papara","1972-05-21",""
"COM","98735","0","PAPEETE","Papeete","Papeete","1972-05-21",""
"COM","98736","0","PIRAE","Pirae","Pirae","1972-05-21",""
"COM","98737","0","PUKAPUKA","Pukapuka","Pukapuka","1972-05-21",""
"COM","98738","0","PUNAAUIA","Punaauia","Punaauia","1972-05-21",""
"COM","98739","0","RAIVAVAE","Raivavae","Raivavae","1972-05-21",""
"COM","98740","0","RANGIROA","Rangiroa","Rangiroa","1972-05-21",""
"COM","98741","0","RAPA","Rapa","Rapa","1972-05-21",""
"COM","98742","0","REAO","Reao","Reao","1972-05-21",""
"COM","98743","0","RIMATARA","Rimatara","Rimatara","1972-05-21",""
"COM","98744","0","RURUTU","Rurutu","Rurutu","1972-05-21",""
"COM","98745","0","TAHAA","Tahaa","Tahaa","1972-05-21",""
"COM","98746","0","TAHUATA","Tahuata","Tahuata","1972-05-21",""
"COM","98747","0","TAIARAPU EST","Taiarapu-Est","Taiarapu-Est","1972-05-21",""
"COM","98748","0","TAIARAPU OUEST","Taiarapu-Ouest","Taiarapu-Ouest","1972-05-21",""
"COM","98749","0","TAKAROA","Takaroa","Takaroa","1972-05-21",""
"COM","98750","0","TAPUTAPUATEA","Taputapuatea","Taputapuatea","1972-05-21",""
"COM","98751","0","TATAKOTO","Tatakoto","Tatakoto","1972-05-21",""
"COM","98752","0","TEVA I UTA","Teva I Uta","Teva I Uta","1972-05-21",""
"COM","98753","0","TUBUAI","Tubuai","Tubuai","1972-05-21",""
"COM","98754","0","TUMARAA","Tumaraa","Tumaraa","1972-05-21",""
"COM","98755","0","TUREIA","Tureia","Tureia","1972-05-21",""
"COM","98756","0","UA HUKA","Ua-Huka","Ua-Huka","1972-05-21",""
"COM","98757","0","UA POU","Ua-Pou","Ua-Pou","1972-05-21",""
"COM","98758","0","UTUROA","Uturoa","Uturoa","1972-05-21",""
"COM","98799","0","CLIPPERTON","Clipperton","Clipperton","1972-05-21","2007-02-23"
"COM","98801","0","BELEP","Belep","Belep","1969-03-30",""
"COM","98802","0","BOULOUPARI","Bouloupari","Bouloupari","1969-03-30",""
"COM","98803","0","BOURAIL","Bourail","Bourail","1969-03-30",""
"COM","98804","0","CANALA","Canala","Canala","1969-03-30",""
"COM","98805","0","DUMBEA","Dumbéa","Dumbéa","1969-03-30",""
"COM","98806","0","FARINO","Farino","Farino","1969-03-30",""
"COM","98807","0","HIENGHENE","Hienghène","Hienghène","1969-03-30",""
"COM","98808","0","HOUAILOU","Houaïlou","Houaïlou","1969-03-30",""
"COM","98809","5","ILE DES PINS","Île-des-Pins","L'Île-des-Pins","1969-03-30",""
"COM","98810","0","KAALA GOMEN","Kaala-Gomen","Kaala-Gomen","1969-03-30",""
"COM","98811","0","KONE","Koné","Koné","1969-03-30",""
"COM","98812","0","KOUMAC","Koumac","Koumac","1969-03-30",""
"COM","98813","0","LA FOA","La Foa","La Foa","1969-03-30",""
"COM","98814","0","LIFOU","Lifou","Lifou","1969-03-30",""
"COM","98815","0","MARE","Maré","Maré","1969-03-30",""
"COM","98816","0","MOINDOU","Moindou","Moindou","1969-03-30",""
"COM","98817","2","MONT DORE","Mont-Dore","Le Mont-Dore","1969-03-30",""
"COM","98818","0","NOUMEA","Nouméa","Nouméa","1969-03-30",""
"COM","98819","0","OUEGOA","Ouégoa","Ouégoa","1969-03-30",""
"COM","98820","1","OUVEA","Ouvéa","Ouvéa","1969-03-30",""
"COM","98821","0","PAITA","Païta","Païta","1969-03-30",""
"COM","98822","0","POINDIMIE","Poindimié","Poindimié","1969-03-30",""
"COM","98823","0","PONERIHOUEN","Ponérihouen","Ponérihouen","1969-03-30",""
"COM","98824","0","POUEBO","Pouébo","Pouébo","1969-03-30",""
"COM","98825","0","POUEMBOUT","Pouembout","Pouembout","1969-03-30",""
"COM","98826","0","POUM","Poum","Poum","1969-03-30",""
"COM","98827","0","POYA","Poya","Poya","1969-03-30",""
"COM","98828","0","SARRAMEA","Sarraméa","Sarraméa","1969-03-30",""
"COM","98829","0","THIO","Thio","Thio","1969-03-30",""
"COM","98830","0","TOUHO","Touho","Touho","1969-03-30",""
"COM","98831","0","VOH","Voh","Voh","1969-03-30",""
"COM","98832","0","YATE","Yaté","Yaté","1969-03-30",""
"COM","98833","0","KOUAOUA","Kouaoua","Kouaoua","1995-04-25",""
"CPT","98901","0","CLIPPERTON","Clipperton","Clipperton","2007-02-23","2022-02-21"
"CPT","98901","0","LA PASSION CLIPPERTON","La Passion-Clipperton","La Passion-Clipperton","2022-02-21",""
