IRIS;DISP_TP6021;DISP_INCERT21;DISP_Q121;DISP_MED21;DISP_Q321;DISP_EQ21;DISP_D121;DISP_D221;DISP_D321;DISP_D421;DISP_D621;DISP_D721;DISP_D821;DISP_D921;DISP_RD21;DISP_S80S2021;DISP_GI21;DISP_PACT21;DISP_PTSA21;DISP_PCHO21;DISP_PBEN21;DISP_PPEN21;DISP_PPAT21;DISP_PPSOC21;DISP_PPFAM21;DISP_PPMINI21;DISP_PPLOGT21;DISP_PIMPOT21;DISP_NOTE21
027220103;49,0;2;10650;13860;18360;0,56;8450;10030;11360;12700;15520;17410;19530;23400;2,8;3,4;0,244;54,2;46,5;5,9;1,8;25,9;4,0;24,3;6,0;12,8;5,5;-8,4;0
027220201;29,0;2;13160;17270;21670;0,49;9780;12140;14090;15810;18730;20750;23240;26900;2,8;3,1;0,221;54,6;s;s;s;39,4;3,6;12,1;2,9;6,3;2,9;-9,7;0
027220301;11,0;2;19630;25880;34370;0,57;13700;17760;21080;23870;28570;32020;36950;44740;3,3;4,2;0,275;66,0;56,0;1,9;8,1;38,4;10,5;3,2;1,2;1,3;0,7;-18,1;0
027220401;37,0;1;11910;16020;21130;0,57;9150;11300;12830;14290;18000;20080;22290;26300;2,9;3,3;0,236;49,7;44,2;4,9;0,6;37,3;3,5;17,9;3,1;10,5;4,3;-8,4;0
027220501;11,0;1;18240;23970;31860;0,57;13660;16720;19160;21570;26180;29260;34120;45980;3,4;4,5;0,304;65,7;55,5;2,6;7,6;33,8;14,1;4,3;1,4;2,1;0,8;-17,9;0
027220502;24,0;1;14120;19990;27770;0,68;9930;12990;15240;17720;22610;25940;30180;39330;4,0;5,0;0,316;58,5;50,9;2,9;4,7;36,7;11,3;8,5;1,7;4,7;2,1;-15,0;0
027220503;20,0;1;14920;21570;31430;0,77;10590;13910;16340;18750;24570;28690;35730;50320;4,8;5,9;0,355;68,1;55,3;2,8;10,0;28,8;15,0;6,5;1,5;3,2;1,8;-18,4;0
027220601;41,0;2;11170;15130;19830;0,57;9320;10640;11790;13500;16550;18710;21270;25610;2,7;3,1;0,230;64,2;58,1;5,0;1,1;17,1;2,1;25,1;8,4;11,3;5,4;-8,5;0
027220701;19,0;1;16120;21030;27370;0,54;11240;14500;17100;19100;23420;26000;29750;35920;3,2;4,2;0,277;69,8;62,2;3,1;4,5;31,4;6,7;7,3;2,2;3,4;1,7;-15,2;0
027220801;29,0;2;13200;17440;22800;0,55;10180;12240;14030;15470;19560;21600;24510;30150;3,0;3,3;0,236;68,5;62,3;4,2;2,0;25,0;2,5;14,7;4,1;7,3;3,3;-10,7;0
027220901;17,0;2;16100;22310;30470;0,64;11440;14400;17680;19790;24760;28670;32450;41400;3,6;5,0;0,325;68,0;59,4;2,8;5,8;31,0;12,5;5,8;1,5;2,9;1,4;-17,3;0
027380101;23,0;2;14320;19190;24750;0,54;10350;13330;15030;17080;21300;23710;25740;30580;3,0;3,3;0,231;63,0;57,7;2,8;2,5;32,9;4,3;11,2;4,1;4,9;2,2;-11,4;0
027380102;31,0;2;13160;16670;21430;0,50;9950;12040;13710;15030;18570;20550;22340;25850;2,6;2,8;0,208;67,0;s;s;s;26,3;1,3;14,7;4,4;7,1;3,2;-9,3;0
027380201;23,0;1;14310;19020;24890;0,56;10990;13180;15540;17290;20940;23420;26300;30760;2,8;3,2;0,227;63,3;57,3;3,7;2,3;34,0;2,8;11,1;3,0;5,5;2,6;-11,2;0
027380301;24,0;1;14080;19250;24270;0,53;10780;13090;15250;17270;21100;22960;25860;30140;2,8;3,2;0,228;57,7;51,8;3,5;2,4;37,4;4,5;11,4;3,0;5,9;2,5;-11,0;0
027380302;37,0;1;11980;16590;21890;0,60;9440;11040;12840;14330;18640;20740;23360;27580;2,9;3,4;0,244;57,2;51,2;4,4;1,6;32,2;3,2;17,2;4,6;8,7;3,9;-9,8;0
027380401;21,0;1;14880;19680;24540;0,49;11070;13750;15940;17760;21390;23410;26160;30600;2,8;3,2;0,222;62,1;56,2;3,4;2,5;36,1;3,9;9,3;2,6;4,7;2,0;-11,4;0
028100102;19,0;1;15170;19980;26260;0,56;11400;14110;16140;18200;22190;24760;28040;33950;3,0;3,9;0,274;65,6;58,2;3,5;3,9;31,1;9,7;7,3;2,9;2,9;1,5;-13,7;0
028100202;14,0;1;16320;21710;28160;0,55;12410;15480;17490;19690;23690;26730;30050;38760;3,1;4,0;0,282;70,5;64,4;2,8;3,3;28,4;10,6;5,9;1,9;2,8;1,2;-15,4;0
028100302;10,0;1;17760;22170;27320;0,43;13850;16470;18590;20490;24110;26040;29040;33870;2,4;3,2;0,235;78,7;73,1;3,1;2,5;23,7;6,7;5,1;2,5;1,7;0,9;-14,2;0
028100401;33,0;2;12820;16820;21700;0,53;9290;11770;13500;15070;18460;20150;22980;27940;3,0;3,3;0,230;72,5;s;s;s;18,7;1,6;16,9;5,5;7,5;3,9;-9,7;0
030230101;24,0;1;14160;20950;28820;0,70;10640;13160;15380;18370;23740;27310;31050;38360;3,6;4,8;0,314;59,6;50,6;2,4;6,6;40,6;9,3;8,4;2,5;4,1;1,8;-17,9;0
030230102;13,0;2;16790;22720;30510;0,60;12320;15340;17690;20030;25600;28220;32970;40920;3,3;4,1;0,280;57,3;50,9;2,2;4,2;41,3;11,2;5,6;1,3;3,1;1,2;-15,4;0
030230103;21,0;2;15250;22640;30070;0,65;10300;13650;16900;20340;25450;28390;34310;42760;4,1;5,7;0,336;57,2;49,2;1,9;6,1;41,5;12,5;5,9;1,8;2,9;1,2;-17,1;0
030230104;9,0;1;19000;24920;31150;0,49;14360;17470;20250;22640;27270;30020;33930;40700;2,8;4,0;0,280;54,9;47,7;2,2;5,0;46,0;12,9;3,2;1,1;1,6;0,5;-17,0;0
030820101;11,0;2;17730;22290;27300;0,43;13200;16570;18880;20650;24000;26110;28370;32450;2,5;2,8;0,196;62,7;57,1;2,7;2,9;39,9;5,3;5,1;1,9;2,5;0,7;-13,0;0
030820102;23,0;1;14330;19200;24440;0,53;10470;13160;15500;17240;21310;23380;25800;31360;3,0;3,9;0,262;49,6;42,6;2,3;4,7;45,3;8,6;8,6;1,4;5,2;2,0;-12,1;0
030820103;25,0;1;13880;19000;24050;0,54;10100;12660;15000;17000;20680;22740;25490;29810;3,0;3,3;0,231;45,6;40,8;3,2;1,6;49,2;5,2;10,0;2,2;5,6;2,2;-10,0;0
030950101;31,0;1;12740;18450;24590;0,64;9170;11290;13700;16030;20750;23380;26650;31290;3,4;4,6;0,297;55,8;45,6;3,2;7,0;37,1;7,8;12,0;2,5;6,5;3,0;-12,7;0
030950102;21,0;2;14890;20500;26530;0,57;10310;13780;15920;18090;22850;25440;28890;34170;3,3;3,9;0,270;59,7;51,4;2,8;5,5;38,9;6,9;8,5;2,1;4,7;1,7;-14,0;0
030950103;29,0;1;13170;18080;23990;0,60;9950;12100;14110;16130;20130;22550;25360;30140;3,0;3,5;0,249;60,7;54,2;3,4;3,1;33,6;4,4;13,1;2,7;7,4;3,0;-11,8;0
030950105;13,0;1;17090;21950;27740;0,49;12960;15930;18270;20160;24100;26400;29840;36870;2,8;3,4;0,242;61,3;51,8;2,7;6,8;40,7;6,4;5,9;1,7;3,0;1,2;-14,3;0
030950106;7,0;2;19760;24490;30500;0,44;14840;18450;20490;22540;26570;28720;32080;39220;2,6;3,2;0,229;66,0;57,9;2,4;5,7;37,4;9,0;3,1;1,2;1,4;0,5;-15,5;0
030950111;13,0;2;16490;21920;27580;0,51;12730;15390;17450;19800;23720;26160;29150;35370;2,8;3,3;0,235;58,4;52,2;2,1;4,1;41,8;6,7;6,1;2,1;2,8;1,2;-13,0;0
031010101;10,0;1;18700;23190;28900;0,44;14220;17390;19670;21470;24920;27430;30680;35610;2,5;3,1;0,219;57,4;52,9;1,9;2,6;45,3;7,6;3,7;1,3;1,8;0,6;-14,0;0
031010102;14,0;1;16520;21510;27250;0,50;12150;15460;17770;19690;23680;26000;28710;33310;2,7;3,3;0,237;56,0;51,4;2,0;2,6;42,9;7,0;6,5;1,8;3,3;1,4;-12,4;0
031010103;10,0;1;18340;22880;28340;0,44;13950;16950;19300;21290;24720;26940;29900;35670;2,6;3,1;0,217;62,1;55,6;2,1;4,4;41,2;6,7;4,0;1,5;1,9;0,6;-14,0;0
031180101;18,0;1;15240;20240;25760;0,52;11390;14160;16290;18160;21930;24230;27360;32370;2,8;3,2;0,230;64,1;57,6;3,3;3,2;32,1;6,5;8,9;2,0;4,9;2,0;-11,6;0
031180102;15,0;1;16220;21320;27140;0,51;12070;14990;17400;19480;23380;25920;28620;35020;2,9;3,6;0,255;62,9;52,1;3,0;7,8;36,1;8,1;6,4;1,9;3,4;1,1;-13,5;0
031850101;24,0;1;14020;20160;28820;0,73;9540;12900;15200;17570;23310;26360;31190;41990;4,4;6,8;0,388;61,9;50,8;2,7;8,4;30,7;16,8;9,1;1,2;5,4;2,5;-18,5;0
031850102;25,0;1;13810;19750;27820;0,71;10240;12560;15020;17080;22630;25500;29750;36730;3,6;4,8;0,314;60,4;51,7;2,9;5,8;35,5;10,1;10,4;1,6;5,9;2,9;-16,4;0
031850103;21,0;2;14860;20410;27130;0,60;11160;13660;15990;18650;22600;25000;28810;33680;3,0;3,7;0,257;59,5;52,7;3,6;3,2;37,8;7,3;9,2;1,5;5,5;2,2;-13,8;0
031850104;23,0;2;14070;19510;24820;0,55;10720;13160;15270;17180;21440;23560;25840;29940;2,8;3,3;0,230;57,7;52,3;3,3;2,1;37,7;5,1;10,6;2,6;5,7;2,3;-11,1;0
031850105;31,0;2;12620;17480;22970;0,59;9190;11650;13390;15480;19510;21860;24560;27900;3,0;3,6;0,244;53,1;47,5;3,4;2,2;39,5;4,5;12,9;3,6;6,9;2,4;-10,0;0
031850106;35,0;1;12190;16320;21420;0,57;9000;11020;13060;14620;18340;20340;22790;26890;3,0;4,2;0,281;53,0;43,5;3,4;6,1;34,9;5,4;17,1;3,1;9,8;4,2;-10,4;0
031850107;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
031850108;17,0;1;15990;21550;27610;0,54;11840;14620;17260;19540;23640;25840;29430;35110;3,0;3,6;0,245;62,4;56,8;2,8;2,8;37,8;7,0;6,7;1,1;4,0;1,6;-13,9;0
031850109;nd;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so
031850110;17,0;1;16180;23100;30060;0,60;11640;15030;17850;20550;25450;28390;31820;39650;3,4;4,4;0,289;62,8;53,4;2,1;7,3;39,8;7,7;5,8;1,4;3,1;1,3;-16,1;0
031850111;11,0;2;17490;23470;31010;0,58;13080;16240;19100;21490;25940;28670;33680;40370;3,1;4,1;0,289;61,1;50,2;1,7;9,2;41,6;9,1;4,6;1,5;2,1;1,0;-16,4;0
031850112;19,0;1;15260;20690;26860;0,56;11510;14030;16270;18570;22850;25560;28150;33450;2,9;3,4;0,241;60,2;54,6;2,9;2,7;38,2;5,8;8,3;2,7;3,9;1,7;-12,5;0
031850113;34,0;1;12460;17100;22770;0,60;9580;11680;13250;15030;19260;21470;24090;28430;3,0;3,6;0,248;52,4;46,7;3,6;2,1;37,7;4,7;14,9;3,7;7,8;3,4;-9,7;0
031850114;22,0;1;14710;20220;26560;0,59;11050;13610;15990;18060;22700;25460;28090;32350;2,9;3,4;0,236;58,0;53,5;2,7;1,8;38,6;5,9;9,1;1,9;5,2;2,0;-11,6;0
031850115;37,0;2;11510;16380;22250;0,66;8310;10220;12470;14310;18950;21000;23930;27840;3,4;4,0;0,261;41,8;37,9;3,0;0,9;44,4;5,2;17,7;3,8;9,8;4,1;-9,1;0
031850116;25,0;2;14010;19130;23810;0,51;10280;12730;15100;17200;20990;22550;25140;28960;2,8;3,4;0,233;51,3;44,3;3,7;3,3;43,2;6,3;9,6;2,1;5,5;2,0;-10,4;0
031850117;36,0;1;12030;16270;21110;0,56;9190;11200;12910;14600;18060;19990;22650;26890;2,9;3,2;0,232;47,3;42,0;3,3;2,0;40,8;3,7;16,8;3,4;9,5;3,9;-8,6;0
031900101;19,0;1;15270;21120;29170;0,66;11290;14020;16110;18790;23540;27340;32110;41830;3,7;4,9;0,315;70,2;61,7;2,6;5,9;26,9;10,4;8,7;1,1;5,2;2,4;-16,2;0
031900102;20,0;1;14960;20270;28490;0,67;11240;13810;15880;18050;23020;26280;30410;38030;3,4;4,4;0,297;60,8;51,8;2,4;6,6;35,9;9,6;8,6;1,5;4,8;2,3;-14,9;0
031900103;21,0;2;14640;20310;25090;0,51;10500;13670;15990;18530;22450;23970;27160;31940;3,0;3,3;0,229;68,4;64,6;2,2;1,6;29,9;4,8;9,4;1,9;5,4;2,1;-12,5;0
031900104;25,0;2;13800;18890;25220;0,60;9790;12240;14480;16970;21300;23960;26570;33020;3,4;3,7;0,255;60,0;54,4;2,9;2,7;33,2;5,4;13,0;2,2;8,2;2,6;-11,6;0
031900105;12,0;1;17170;22770;29760;0,55;13230;15950;18580;20610;25300;28040;31580;38490;2,9;3,7;0,259;68,3;61,7;2,0;4,6;32,2;8,2;6,2;1,3;3,5;1,4;-14,9;0
031900106;15,0;1;17250;22680;30700;0,59;11980;15280;18330;20550;25660;28450;33580;42920;3,6;4,7;0,305;67,9;57,6;2,2;8,1;33,0;10,6;5,6;1,0;3,2;1,4;-17,1;0
031900107;32,0;1;12830;17180;23620;0,63;9770;11970;13700;15370;19960;22250;25230;29690;3,0;3,4;0,245;52,9;47,3;2,6;3,0;38,3;4,6;14,4;3,4;7,6;3,4;-10,2;0
031900108;44,0;1;11290;14790;20590;0,63;8870;10610;11950;13450;16870;19360;22030;26110;2,9;3,5;0,243;44,8;40,5;3,8;0,5;37,2;3,3;22,8;5,4;12,1;5,3;-8,1;0
031900109;17,0;2;16410;21540;27190;0,50;11700;14900;17670;19810;23680;26180;28780;34420;2,9;3,2;0,223;58,6;52,0;2,5;4,1;40,6;7,1;6,0;1,9;3,0;1,1;-12,3;0
032540101;19,0;2;15250;20240;26960;0,58;12190;14160;16220;18330;22130;24910;29170;36680;3,0;3,7;0,264;58,2;51,2;2,5;4,5;36,6;9,2;8,9;1,5;5,2;2,2;-12,9;0
032540102;14,0;1;16490;21430;27780;0,53;12730;15200;17740;19650;23680;26340;29440;33810;2,7;3,3;0,234;61,3;53,8;2,2;5,3;37,4;8,3;6,0;1,8;3,0;1,2;-13,0;0
033100101;26,0;1;13500;19650;27640;0,72;9150;12220;14520;17090;22480;25720;30010;39100;4,3;5,6;0,327;49,4;41,3;3,5;4,6;46,0;10,7;9,6;0,9;5,9;2,8;-15,7;0
033100102;29,0;1;13130;17900;25020;0,66;9330;11930;13980;15740;20360;23130;27140;33990;3,6;4,7;0,297;47,6;40,6;3,4;3,6;44,6;8,8;11,6;1,3;7,0;3,3;-12,6;0
033100103;27,0;1;13260;18790;24410;0,59;9630;12250;14360;16240;20540;23040;25700;29910;3,1;3,8;0,253;58,8;53,1;3,6;2,1;34,6;6,1;12,0;2,0;6,9;3,1;-11,5;0
033100104;19,0;2;15470;21080;27420;0,57;11680;14230;16450;19010;23100;26070;29060;34070;2,9;3,6;0,258;63,3;55,0;2,8;5,5;36,5;6,3;8,2;1,8;4,5;1,9;-14,3;0
033100105;22,0;1;14420;20400;28840;0,71;9800;13390;15670;18060;23020;26810;31490;39230;4,0;5,0;0,308;63,3;54,2;3,2;5,9;34,8;8,1;8,7;1,4;5,0;2,3;-14,9;0
033100106;15,0;1;17410;24830;34600;0,69;11190;15600;18750;21510;28080;32090;38610;50930;4,6;6,0;0,343;38,5;29,2;1,9;7,4;58,7;17,9;4,7;0,3;3,1;1,3;-19,8;0
033100107;16,0;1;16920;23910;34820;0,75;12140;15380;18460;21060;27470;31670;37670;48010;4,0;5,0;0,317;43,5;34,9;1,8;6,8;56,2;14,0;4,5;0,6;2,7;1,2;-18,2;0
033100108;13,0;2;16970;22440;30560;0,61;12690;15770;18490;20420;25010;28810;32640;39950;3,1;3,7;0,251;54,1;47,7;2,7;3,7;46,5;9,7;4,4;0,8;2,5;1,1;-14,7;0
033100109;44,0;1;11180;14480;19220;0,56;8900;10460;12080;13330;15960;18050;20550;23900;2,7;3,0;0,224;41,8;36,6;3,9;1,3;39,9;3,8;22,4;5,1;11,9;5,4;-7,9;0
033100110;18,0;1;16100;20690;26340;0,49;11810;14570;17080;19000;22280;24900;28250;33060;2,8;3,4;0,236;54,4;49,1;3,7;1,6;43,9;7,6;6,5;1,5;3,6;1,4;-12,4;0
033210101;11,0;1;18520;23880;30070;0,48;13560;17270;19850;21910;25930;28450;31830;37310;2,8;3,5;0,242;62,0;54,8;1,8;5,4;40,3;7,2;5,0;1,6;2,3;1,1;-14,5;0
033210102;10,0;1;18750;23490;29470;0,46;13900;17200;19660;21540;25610;27840;31330;36670;2,6;3,1;0,217;61,2;56,7;1,7;2,8;42,0;6,3;4,9;2,0;2,0;0,9;-14,4;0
033210103;19,0;1;15450;21250;27920;0,59;11110;14150;16880;19290;23660;26160;29950;34490;3,1;3,8;0,252;66,3;58,4;2,7;5,2;32,8;6,3;8,4;2,1;4,6;1,7;-13,8;0
033210104;7,0;2;19940;24700;30500;0,43;15160;18800;21000;22720;27190;29190;32200;37440;2,5;2,9;0,209;63,4;56,2;2,1;5,1;41,5;6,1;4,0;1,3;2,0;0,7;-15,0;0
033210105;7,0;2;20650;25890;31840;0,43;16430;19380;21770;23600;27950;30430;33350;39070;2,4;3,0;0,216;60,1;53,0;1,7;5,4;42,2;10,1;3,2;1,4;1,4;0,4;-15,6;0
033210106;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
040490101;18,0;1;15300;20500;26800;0,56;12200;14280;16280;18800;22910;25370;28380;34510;2,8;3,3;0,235;59,1;52,7;3,1;3,3;39,9;6,3;7,3;2,1;3,7;1,5;-12,6;0
040490102;16,0;1;16110;21400;26780;0,50;12070;15220;17060;19220;23190;25510;28320;32640;2,7;3,0;0,215;56,2;50,9;3,4;1,9;45,3;4,5;6,0;1,9;2,9;1,2;-12,0;0
040700101;13,0;2;16260;21900;27750;0,52;12590;15300;17560;19660;23870;26170;29790;35020;2,8;3,4;0,244;68,4;61,5;2,4;4,5;32,5;7,1;6,7;1,9;3,4;1,4;-14,7;0
040700102;27,0;2;13490;18370;25720;0,67;10230;12450;14000;16020;20770;23750;27920;34500;3,4;4,1;0,282;55,1;46,8;3,0;5,3;37,6;7,5;12,2;2,8;6,6;2,8;-12,4;0
040700103;13,0;2;17820;23880;31200;0,56;11890;16410;19300;21870;26580;29300;34050;41920;3,5;4,2;0,280;64,9;50,2;2,0;12,7;37,0;10,3;5,1;1,8;2,3;1,0;-17,3;0
040700104;19,0;2;15370;21390;28500;0,61;12100;14390;16490;19200;24200;27020;29860;34860;2,9;3,3;0,238;57,0;51,4;2,2;3,4;40,7;7,6;7,5;1,8;4,1;1,6;-12,8;0
040700105;14,0;1;16750;22460;28570;0,53;12740;15380;18130;20370;24640;26890;30450;35990;2,8;3,4;0,234;60,8;53,4;2,5;4,9;40,2;7,0;6,3;2,2;2,8;1,3;-14,3;0
040700106;7,0;2;19720;25380;31430;0,46;15260;18440;21060;23280;27340;29890;33390;37780;2,5;3,1;0,219;61,0;53,9;1,7;5,4;42,7;9,2;3,7;1,4;1,6;0,7;-16,6;0
040700107;40,0;1;11550;15410;20850;0,60;8650;10510;12290;13870;17110;19400;22570;27190;3,1;4,1;0,273;51,8;44,2;4,2;3,4;32,5;6,2;19,4;2,1;12,1;5,2;-9,9;0
040700108;18,0;1;15230;20340;27140;0,59;11340;14160;16510;18380;23100;25510;29560;35080;3,1;3,8;0,266;51,6;45,2;2,6;3,8;45,1;9,0;8,2;1,3;4,8;2,1;-13,9;0
040700109;nd;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so
041120101;39,0;2;11540;15060;20970;0,63;8800;10650;12510;13890;17190;19470;22180;27910;3,2;4,2;0,280;59,5;52,1;5,3;2,1;24,3;8,0;17,9;2,1;11,0;4,8;-9,7;0
041120102;22,0;1;14350;18730;24720;0,55;10640;13510;15210;17010;20830;23290;26750;33470;3,1;3,5;0,249;54,0;48,1;3,4;2,5;41,6;8,0;8,8;2,5;4,2;2,1;-12,4;0
041120103;28,0;1;13230;18280;26000;0,70;10130;12300;14160;16170;21090;24080;28350;35290;3,5;4,3;0,289;52,2;45,1;3,2;3,9;39,3;12,1;9,3;2,7;4,4;2,2;-12,9;0
041120104;11,0;2;16970;24370;31020;0,58;13460;15790;18910;21290;26700;29330;32690;39520;2,9;3,9;0,271;60,7;52,6;2,0;6,1;38,1;12,2;5,1;2,0;2,2;0,9;-16,1;0
041120105;13,0;2;17800;24300;32410;0,60;12560;16170;19080;21620;26580;29910;35140;42550;3,4;23,1;0,730;24,1;20,8;0,8;2,5;13,3;81,1;1,8;0,6;0,8;0,4;-20,3;0
041120106;16,0;1;16680;23050;30810;0,61;11900;15320;17930;20460;25640;28690;32960;40500;3,4;4,2;0,272;60,1;54,1;2,4;3,6;32,4;16,0;5,3;1,5;2,6;1,2;-13,8;0
041120107;41,0;2;11760;15370;21880;0,66;8980;11090;12420;13690;17770;20470;23900;29970;3,3;4,2;0,288;52,9;46,4;4,3;2,2;32,1;9,6;16,1;5,3;7,2;3,6;-10,7;0
041120108;9,0;1;19170;26240;33980;0,56;14330;17700;20180;23040;28880;32180;36190;44500;3,1;3,8;0,261;62,0;55,7;2,3;4,0;33,5;17,0;3,3;1,4;1,2;0,7;-15,8;0
041120109;13,0;1;18430;24970;34630;0,65;12660;16930;19580;22410;28630;31910;37850;46560;3,7;4,5;0,290;64,2;57,0;2,4;4,8;30,7;17,6;3,9;1,5;1,7;0,7;-16,4;0
041120110;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
042090101;27,0;1;13420;17960;23910;0,58;9990;12550;14270;16170;20020;22200;25430;30470;3,0;3,7;0,255;54,4;44,0;4,3;6,1;38,1;6,6;12,1;1,7;7,1;3,3;-11,2;0
042090102;23,0;2;14370;20090;25820;0,57;10810;13070;15460;17820;21950;24330;28640;34650;3,2;4,1;0,275;60,0;52,0;2,9;5,1;37,3;8,2;8,1;2,0;4,3;1,8;-13,6;0
042090103;10,0;1;18350;23850;30770;0,52;13950;16820;19340;21570;26010;28920;32580;38530;2,8;3,3;0,234;62,8;56,2;2,7;3,9;40,8;7,9;3,7;1,6;1,4;0,7;-15,2;0
050230101;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
050230102;17,0;2;15670;20770;26950;0,54;11600;14630;16660;18770;22880;25180;29170;36100;3,1;3,8;0,264;61,3;51,8;4,9;4,6;37,9;8,2;7,0;1,6;3,7;1,7;-14,4;0
050230103;13,0;1;17110;21700;27970;0,50;13140;15930;17960;19800;23910;26290;30080;36230;2,8;3,7;0,260;66,5;57,1;4,2;5,2;32,3;10,6;5,6;1,6;2,9;1,1;-15,0;0
050230104;14,0;1;16960;22490;28290;0,50;12500;15680;18280;20290;24350;26850;30960;37930;3,0;3,8;0,262;66,5;56,3;4,5;5,7;33,6;11,0;4,5;1,6;2,1;0,8;-15,6;0
050230105;14,0;1;16560;22360;29090;0,56;12470;15320;17980;20170;24670;27270;31170;36130;2,9;3,8;0,265;70,9;61,4;3,9;5,6;27,7;10,8;5,4;1,8;2,5;1,1;-14,8;0
050230106;nd;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so
050230107;nd;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so
050230108;nd;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so
050230109;nd;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so
050460101;23,0;2;14170;18790;24680;0,56;10600;13110;15230;16900;20780;23290;26410;32150;3,0;3,9;0,269;59,5;50,7;4,6;4,2;34,1;10,0;9,1;1,5;5,5;2,1;-12,7;0
050460102;17,0;1;15730;20950;27500;0,56;12090;14520;16740;19370;23060;25640;29390;35370;2,9;3,5;0,250;46,9;40,2;3,4;3,3;49,1;10,2;6,3;1,5;3,3;1,5;-12,5;0
050460103;10,0;1;18250;23910;31080;0,54;14000;16850;19250;21680;26470;29320;33650;40760;2,9;4,2;0,293;53,3;44,4;2,6;6,3;42,4;17,1;3,0;1,1;1,4;0,5;-15,8;0
050610101;29,0;1;12970;17680;23980;0,62;9520;11980;13960;15560;20060;22690;25460;32720;3,4;4,2;0,283;70,5;60,9;4,9;4,7;23,8;5,5;12,9;1,4;7,7;3,8;-12,7;0
050610102;17,0;1;15790;21740;28050;0,56;11530;14720;16910;19460;24010;26480;30230;36110;3,1;3,8;0,260;56,3;47,2;3,0;6,1;41,1;10,7;6,7;1,4;3,6;1,7;-14,8;0
050610103;11,0;1;18230;23940;31640;0,56;13300;16710;19250;21630;26440;29470;33500;40440;3,0;3,8;0,262;66,8;58,3;2,6;5,9;35,4;9,3;4,9;1,6;2,2;1,1;-16,4;0
050610104;6,0;1;20120;25640;32890;0,50;16030;19010;21290;23300;28080;31190;35660;43790;2,7;3,7;0,267;70,7;58,5;1,9;10,3;30,8;13,0;3,2;1,5;1,2;0,5;-17,7;0
050610105;15,0;1;16040;21190;27360;0,53;12180;14960;17290;19520;23230;26000;29090;36180;3,0;3,6;0,253;55,2;48,4;2,5;4,3;42,5;9,8;6,7;1,6;3,5;1,6;-14,2;0
050610106;27,0;2;13530;18680;25470;0,64;9850;12490;14400;16290;20870;23270;27630;35130;3,6;4,3;0,288;58,9;50,1;3,4;5,4;36,8;7,6;10,9;2,7;5,8;2,4;-14,2;0
050610107;19,0;2;15500;20410;26410;0,53;12060;14180;16420;18420;22480;24600;27830;34050;2,8;3,3;0,239;61,3;55,8;3,5;2,0;35,9;7,9;8,1;2,7;3,7;1,7;-13,2;0
050610108;19,0;2;15800;22860;30020;0,62;11300;14160;17340;20180;25090;28130;32260;40290;3,6;4,2;0,277;65,0;55,0;2,2;7,8;33,7;10,5;7,4;2,1;3,8;1,5;-16,6;0
050610109;10,0;1;19480;25500;33820;0,56;14050;17910;20710;23150;28040;31210;36400;44770;3,2;4,0;0,269;65,2;53,8;2,0;9,4;36,5;11,7;3,9;1,6;1,6;0,7;-17,3;0
050610110;19,0;2;15040;20100;25340;0,51;11100;13970;16110;18080;21950;24270;27210;33190;3,0;3,7;0,257;51,2;44,4;2,6;4,2;45,7;7,9;8,2;1,7;4,7;1,8;-13,0;0
050610111;21,0;2;14920;20200;25960;0,55;11010;13810;15910;17880;22340;24460;27390;33080;3,0;3,4;0,243;55,2;49,2;3,0;3,0;43,8;5,4;8,1;1,9;4,2;2,0;-12,5;0
050610112;12,0;1;17010;22490;28200;0,50;13240;16090;18210;20410;24650;26830;29850;36010;2,7;3,2;0,226;53,7;47,5;2,7;3,5;47,9;7,3;5,1;1,1;2,9;1,1;-14,0;0
