CODE_IRIS,inscrits,votants,abstentions,blancs,nuls,exprimes,RN,EXD,DLF,LR,DVD,DVC,ENS,MODEM,UDI,UG,LFI,PS,DVG,EELV,PCF,EXG,REG,AUTRE,score_RN,score_EXD,score_DLF,score_LR,score_DVD,score_DVC,score_ENS,score_MODEM,score_UDI,score_UG,score_LFI,score_PS,score_DVG,score_EELV,score_PCF,score_EXG,score_REG,score_AUTRE,pct_abstention,score_blanc,score_nul
174150102,1931,818,1113,8.0,9,801,0,0,0,0,0,446,0,0,0,162,0,0,193,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,55.68,0.0,0.0,0.0,20.22,0.0,0.0,24.09,0.0,0.0,0.0,0.0,0.0,57.64,1.0,1.12
174150201,1433,581,852,6.0,10,565,0,0,0,0,0,276,0,0,0,145,0,0,144,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,48.85,0.0,0.0,0.0,25.66,0.0,0.0,25.49,0.0,0.0,0.0,0.0,0.0,59.46,1.06,1.77
174150202,790,351,439,2.0,1,348,0,0,0,0,0,186,0,0,0,77,0,0,85,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,53.45,0.0,0.0,0.0,22.13,0.0,0.0,24.43,0.0,0.0,0.0,0.0,0.0,55.57,0.57,0.29
174150203,2326,1060,1266,10.0,14,1036,0,0,0,0,0,579,0,0,0,130,0,0,327,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,55.89,0.0,0.0,0.0,12.55,0.0,0.0,31.56,0.0,0.0,0.0,0.0,0.0,54.43,0.97,1.35
174150301,2051,860,1191,4.0,12,844,0,0,0,0,0,428,0,0,0,96,0,0,320,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,50.71,0.0,0.0,0.0,11.37,0.0,0.0,37.91,0.0,0.0,0.0,0.0,0.0,58.07,0.47,1.42
174150302,2048,891,1157,10.0,12,869,0,0,0,0,0,460,0,0,0,133,0,0,276,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,52.93,0.0,0.0,0.0,15.3,0.0,0.0,31.76,0.0,0.0,0.0,0.0,0.0,56.49,1.15,1.38
174150303,1492,603,889,6.0,8,589,0,0,0,0,0,328,0,0,0,98,0,0,163,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,55.69,0.0,0.0,0.0,16.64,0.0,0.0,27.67,0.0,0.0,0.0,0.0,0.0,59.58,1.02,1.36
174150401,826,260,566,2.0,4,254,0,0,0,0,0,149,0,0,0,38,0,0,67,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,58.66,0.0,0.0,0.0,14.96,0.0,0.0,26.38,0.0,0.0,0.0,0.0,0.0,68.52,0.79,1.57
174150402,3505,1409,2096,23.0,17,1369,0,0,0,0,0,867,0,0,0,184,0,0,318,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,63.33,0.0,0.0,0.0,13.44,0.0,0.0,23.23,0.0,0.0,0.0,0.0,0.0,59.8,1.68,1.24
174200000,1838,984,854,15.0,10,959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,46.46,1.56,1.04
174300000,291,210,81,2.0,6,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.4,27.84,0.99,2.97
174370000,118,106,12,0.0,2,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10.17,0.0,1.92
174520000,4154,2289,1865,40.0,44,2205,0,0,0,0,2205,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.9,1.81,2.0
174540000,313,211,102,0.0,2,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.72,32.59,0.0,0.96
174550000,553,277,276,1.0,9,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.88,49.91,0.37,3.37
174640000,118,47,71,2.0,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.65,60.17,6.45,45.16
174770000,82,31,51,5.0,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,62.2,23.81,23.81
174860000,756,550,206,4.0,8,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.87,27.25,0.74,1.49
180080000,392,282,110,1.0,4,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1427.8,28.06,0.36,1.44
180190000,338,192,146,3.0,5,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820.65,43.2,1.63,2.72
180200000,647,286,361,2.0,25,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,55.8,0.77,9.65
180310000,402,192,210,2.0,5,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.78,52.24,1.08,2.7
180330101,2710,1206,1504,40.0,0,1166,0,0,0,0,655,0,0,0,0,0,0,0,511,0,0,0,0,0,0.0,0.0,0.0,0.0,56.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.83,0.0,0.0,0.0,0.0,0.0,55.5,3.43,0.0
180330102,1467,643,824,24.0,0,619,0,0,0,0,337,0,0,0,0,0,0,0,282,0,0,0,0,0,0.0,0.0,0.0,0.0,54.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.56,0.0,0.0,0.0,0.0,0.0,56.17,3.88,0.0
180330201,1541,641,900,32.0,0,609,0,0,0,0,256,0,0,0,0,0,0,0,353,0,0,0,0,0,0.0,0.0,0.0,0.0,42.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.96,0.0,0.0,0.0,0.0,0.0,58.4,5.25,0.0
180330202,1977,777,1200,32.0,0,745,0,0,0,0,374,0,0,0,0,0,0,0,371,0,0,0,0,0,0.0,0.0,0.0,0.0,50.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.8,0.0,0.0,0.0,0.0,0.0,60.7,4.3,0.0
180330203,661,251,410,14.0,0,237,0,0,0,0,112,0,0,0,0,0,0,0,125,0,0,0,0,0,0.0,0.0,0.0,0.0,47.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.74,0.0,0.0,0.0,0.0,0.0,62.03,5.91,0.0
180330204,1837,766,1071,36.0,0,730,0,0,0,0,356,0,0,0,0,0,0,0,374,0,0,0,0,0,0.0,0.0,0.0,0.0,48.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.23,0.0,0.0,0.0,0.0,0.0,58.3,4.93,0.0
180330205,983,433,550,15.0,0,418,0,0,0,0,231,0,0,0,0,0,0,0,187,0,0,0,0,0,0.0,0.0,0.0,0.0,55.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.74,0.0,0.0,0.0,0.0,0.0,55.95,3.59,0.0
180330301,1265,430,835,26.0,0,404,0,0,0,0,149,0,0,0,0,0,0,0,255,0,0,0,0,0,0.0,0.0,0.0,0.0,36.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.12,0.0,0.0,0.0,0.0,0.0,66.01,6.44,0.0
180330401,781,260,521,12.0,0,248,0,0,0,0,89,0,0,0,0,0,0,0,159,0,0,0,0,0,0.0,0.0,0.0,0.0,35.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.11,0.0,0.0,0.0,0.0,0.0,66.71,4.84,0.0
180330402,1482,343,1139,25.0,0,318,0,0,0,0,78,0,0,0,0,0,0,0,240,0,0,0,0,0,0.0,0.0,0.0,0.0,24.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.47,0.0,0.0,0.0,0.0,0.0,76.86,7.86,0.0
180330501,2611,906,1705,40.0,0,866,0,0,0,0,387,0,0,0,0,0,0,0,479,0,0,0,0,0,0.0,0.0,0.0,0.0,44.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.31,0.0,0.0,0.0,0.0,0.0,65.3,4.62,0.0
180330601,2286,775,1511,36.0,0,739,0,0,0,0,324,0,0,0,0,0,0,0,415,0,0,0,0,0,0.0,0.0,0.0,0.0,43.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.16,0.0,0.0,0.0,0.0,0.0,66.1,4.87,0.0
180330602,1724,692,1032,30.0,0,662,0,0,0,0,333,0,0,0,0,0,0,0,329,0,0,0,0,0,0.0,0.0,0.0,0.0,50.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.7,0.0,0.0,0.0,0.0,0.0,59.86,4.53,0.0
180330701,2934,1307,1627,54.0,0,1253,0,0,0,0,612,0,0,0,0,0,0,0,641,0,0,0,0,0,0.0,0.0,0.0,0.0,48.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.16,0.0,0.0,0.0,0.0,0.0,55.45,4.31,0.0
180330801,772,348,424,16.0,0,332,0,0,0,0,115,0,0,0,0,0,0,0,217,0,0,0,0,0,0.0,0.0,0.0,0.0,34.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.36,0.0,0.0,0.0,0.0,0.0,54.92,4.82,0.0
180330901,2012,792,1220,37.0,0,755,0,0,0,0,346,0,0,0,0,0,0,0,409,0,0,0,0,0,0.0,0.0,0.0,0.0,45.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.17,0.0,0.0,0.0,0.0,0.0,60.64,4.9,0.0
180330902,1698,602,1096,30.0,0,572,0,0,0,0,238,0,0,0,0,0,0,0,334,0,0,0,0,0,0.0,0.0,0.0,0.0,41.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.39,0.0,0.0,0.0,0.0,0.0,64.55,5.24,0.0
180331001,657,162,495,2.0,0,160,0,0,0,0,51,0,0,0,0,0,0,0,109,0,0,0,0,0,0.0,0.0,0.0,0.0,31.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.12,0.0,0.0,0.0,0.0,0.0,75.34,1.25,0.0
180331003,686,139,547,10.0,0,129,0,0,0,0,36,0,0,0,0,0,0,0,93,0,0,0,0,0,0.0,0.0,0.0,0.0,27.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.09,0.0,0.0,0.0,0.0,0.0,79.74,7.75,0.0
180331004,1133,286,847,14.0,0,272,0,0,0,0,77,0,0,0,0,0,0,0,195,0,0,0,0,0,0.0,0.0,0.0,0.0,28.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.69,0.0,0.0,0.0,0.0,0.0,74.76,5.15,0.0
180331101,909,191,718,8.0,0,183,0,0,0,0,34,0,0,0,0,0,0,0,149,0,0,0,0,0,0.0,0.0,0.0,0.0,18.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.42,0.0,0.0,0.0,0.0,0.0,78.99,4.37,0.0
180331201,99,47,52,3.0,0,44,0,0,0,0,13,0,0,0,0,0,0,0,31,0,0,0,0,0,0.0,0.0,0.0,0.0,29.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.45,0.0,0.0,0.0,0.0,0.0,52.53,6.82,0.0
180331301,3094,1207,1887,60.0,0,1147,0,0,0,0,545,0,0,0,0,0,0,0,602,0,0,0,0,0,0.0,0.0,0.0,0.0,47.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.48,0.0,0.0,0.0,0.0,0.0,60.99,5.23,0.0
180331302,3173,1034,2139,43.0,0,991,0,0,0,0,419,0,0,0,0,0,0,0,572,0,0,0,0,0,0.0,0.0,0.0,0.0,42.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.72,0.0,0.0,0.0,0.0,0.0,67.41,4.34,0.0
180331401,2372,966,1406,42.0,0,924,0,0,0,0,438,0,0,0,0,0,0,0,486,0,0,0,0,0,0.0,0.0,0.0,0.0,47.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.6,0.0,0.0,0.0,0.0,0.0,59.27,4.55,0.0
180331501,2858,970,1888,81.0,0,889,0,0,0,0,338,0,0,0,0,0,0,0,551,0,0,0,0,0,0.0,0.0,0.0,0.0,38.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.98,0.0,0.0,0.0,0.0,0.0,66.06,9.11,0.0
180360000,409,189,220,2.0,4,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.62,53.79,1.09,2.19
180380000,412,227,185,2.0,4,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.9,44.9,0.9,1.81
180550000,658,425,233,5.0,14,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1311.82,35.41,1.23,3.45
180590000,669,410,259,6.0,7,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.94,38.71,1.51,1.76
180610000,73,47,26,0.0,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544.44,35.62,0.0,4.44
180660000,600,342,258,3.0,4,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444.18,43.0,0.9,1.19
180670000,528,233,295,2.0,49,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.41,55.87,1.1,26.92
180890000,342,194,148,7.0,5,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,43.27,3.85,2.75
181020000,252,132,120,8.0,11,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,47.62,7.08,9.73
181040000,112,57,55,1.0,8,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,49.11,2.08,16.67
181100000,735,326,409,4.0,5,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,55.65,1.26,1.58
181400000,1109,692,417,3.0,7,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,37.6,0.44,1.03
181430000,256,101,155,2.0,1,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,60.55,2.04,1.02
181610000,209,56,153,7.0,30,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,73.21,36.84,157.89
181710000,202,137,65,3.0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.27,32.18,2.24,0.0
181860000,351,199,152,9.0,5,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,43.3,4.86,2.7
181900000,637,304,333,9.0,4,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.49,52.28,3.09,1.37
181920000,202,148,54,2.0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,26.73,1.37,0.0
182030000,85,61,24,2.0,7,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,28.24,3.85,13.46
182070000,4881,2025,2856,18.0,34,1973,0,0,0,0,0,0,0,0,0,0,0,0,892,0,0,0,0,1081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.21,0.0,0.0,0.0,0.0,54.79,58.51,0.91,1.72
182160000,443,310,133,1.0,1,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1090.58,30.02,0.32,0.32
182400000,533,263,270,2.0,6,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1058.04,50.66,0.78,2.35
182590000,243,120,123,0.0,8,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.62,0.0,7.14
182720000,448,301,147,4.0,11,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.27,32.81,1.4,3.85
182760000,150,110,40,0.0,4,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,26.67,0.0,3.77
182800000,581,348,233,3.0,6,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394.69,40.1,0.88,1.77
190130000,762,383,379,10.0,10,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.42,49.74,2.75,2.75
190150000,584,286,298,2.0,5,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.19,51.03,0.72,1.79
190180000,155,131,24,5.0,2,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,15.48,4.03,1.61
190220000,233,78,155,5.0,28,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,66.52,11.11,62.22
190240000,426,344,82,1.0,1,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685.09,19.25,0.29,0.29
190400000,151,133,18,2.0,1,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.77,11.92,1.54,0.77
190410000,438,301,137,3.0,2,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.14,31.28,1.01,0.68
190450000,177,142,35,1.0,4,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.9,19.77,0.73,2.92
190510000,175,137,38,0.0,3,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.52,21.71,0.0,2.24
190550000,262,208,54,6.0,1,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,20.61,2.99,0.5
190670000,209,174,35,2.0,1,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,16.75,1.17,0.58
190690000,165,157,8,1.0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.36,4.85,0.64,0.0
190760000,342,238,104,8.0,2,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,30.41,3.51,0.88
190850000,639,183,456,2.0,10,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,71.36,1.17,5.85
190980000,784,557,227,6.0,3,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.83,28.95,1.09,0.55
190990000,197,182,15,0.0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488.46,7.61,0.0,0.0
191020000,262,142,120,4.0,2,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,45.8,2.94,1.47
191040000,103,91,12,0.0,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,11.65,0.0,1.11
191100000,110,101,9,0.0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,8.18,0.0,0.0
191130000,547,414,133,5.0,3,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1419.21,24.31,1.23,0.74
191260000,187,124,63,4.0,24,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.58,33.69,4.17,25.0
191370000,61,53,8,0.0,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.15,13.11,0.0,1.92
191460000,1874,1437,437,19.0,48,1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,23.32,1.39,3.5
191570000,182,126,56,0.0,2,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.16,30.77,0.0,1.61
191670000,50,47,3,4.0,2,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,6.0,9.76,4.88
