CODE_IRIS,inscrits,votants,abstentions,blancs,nuls,exprimes,RN,UXD,EXD,LR,DVD,DVC,HOR,UDI,UG,LFI,PS,DVG,EELV,PCF,EXG,REG,AUTRE,score_RN,score_UXD,score_EXD,score_LR,score_DVD,score_DVC,score_HOR,score_UDI,score_UG,score_LFI,score_PS,score_DVG,score_EELV,score_PCF,score_EXG,score_REG,score_AUTRE,pct_abstention,score_blanc,score_nul
301890403,3382,2135,1247,17.0,17,2101,752,0,0,0,491,0,0,0,858,0,0,0,0,0,0,0,0,35.79,0.0,0.0,0.0,23.37,0.0,0.0,0.0,40.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.87,0.81,0.81
301890501,1074,576,498,5.0,3,568,200,0,0,0,98,0,0,0,270,0,0,0,0,0,0,0,0,35.21,0.0,0.0,0.0,17.25,0.0,0.0,0.0,47.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.37,0.88,0.53
301890502,1021,592,429,7.0,3,582,231,0,0,0,127,0,0,0,224,0,0,0,0,0,0,0,0,39.69,0.0,0.0,0.0,21.82,0.0,0.0,0.0,38.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.02,1.2,0.52
301890503,1974,1023,951,4.0,4,1015,415,0,0,0,184,0,0,0,416,0,0,0,0,0,0,0,0,40.89,0.0,0.0,0.0,18.13,0.0,0.0,0.0,40.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.18,0.39,0.39
301890601,4460,2636,1824,20.0,32,2584,968,0,0,0,517,0,0,0,1099,0,0,0,0,0,0,0,0,37.46,0.0,0.0,0.0,20.01,0.0,0.0,0.0,42.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.9,0.77,1.24
301890602,1062,611,451,3.0,6,602,253,0,0,0,152,0,0,0,197,0,0,0,0,0,0,0,0,42.03,0.0,0.0,0.0,25.25,0.0,0.0,0.0,32.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.47,0.5,1.0
301890604,1118,594,524,5.0,7,582,201,0,0,0,93,0,0,0,288,0,0,0,0,0,0,0,0,34.54,0.0,0.0,0.0,15.98,0.0,0.0,0.0,49.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.87,0.86,1.2
301890701,1083,488,595,1.0,5,482,226,0,0,0,78,0,0,0,178,0,0,0,0,0,0,0,0,46.89,0.0,0.0,0.0,16.18,0.0,0.0,0.0,36.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.94,0.21,1.04
301890702,2523,1306,1217,14.0,12,1280,534,0,0,0,272,0,0,0,474,0,0,0,0,0,0,0,0,41.72,0.0,0.0,0.0,21.25,0.0,0.0,0.0,37.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.24,1.09,0.94
301890703,1225,691,534,7.0,9,675,298,0,0,0,158,0,0,0,219,0,0,0,0,0,0,0,0,44.15,0.0,0.0,0.0,23.41,0.0,0.0,0.0,32.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.59,1.04,1.33
301890704,1349,709,640,8.0,6,695,295,0,0,0,134,0,0,0,266,0,0,0,0,0,0,0,0,42.45,0.0,0.0,0.0,19.28,0.0,0.0,0.0,38.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.44,1.15,0.86
301890705,1115,401,714,3.0,5,393,49,0,0,0,41,0,0,0,303,0,0,0,0,0,0,0,0,12.47,0.0,0.0,0.0,10.43,0.0,0.0,0.0,77.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.04,0.76,1.27
301890706,914,498,416,1.0,6,491,197,0,0,0,103,0,0,0,191,0,0,0,0,0,0,0,0,40.12,0.0,0.0,0.0,20.98,0.0,0.0,0.0,38.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.51,0.2,1.22
301890707,977,517,460,3.0,6,508,230,0,0,0,109,0,0,0,169,0,0,0,0,0,0,0,0,45.28,0.0,0.0,0.0,21.46,0.0,0.0,0.0,33.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.08,0.59,1.18
301890708,3724,1965,1759,14.0,19,1932,865,0,0,0,378,0,0,0,689,0,0,0,0,0,0,0,0,44.77,0.0,0.0,0.0,19.57,0.0,0.0,0.0,35.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.23,0.72,0.98
301890801,3185,2004,1181,16.0,21,1967,751,0,0,0,472,0,0,0,744,0,0,0,0,0,0,0,0,38.18,0.0,0.0,0.0,24.0,0.0,0.0,0.0,37.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.08,0.81,1.07
301890803,964,501,463,7.0,5,489,165,0,0,0,104,0,0,0,220,0,0,0,0,0,0,0,0,33.74,0.0,0.0,0.0,21.27,0.0,0.0,0.0,44.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.03,1.43,1.02
301890804,2232,1237,995,6.0,4,1227,370,0,0,0,226,0,0,0,631,0,0,0,0,0,0,0,0,30.15,0.0,0.0,0.0,18.42,0.0,0.0,0.0,51.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.58,0.49,0.33
301890901,1115,401,714,3.0,5,393,49,0,0,0,41,0,0,0,303,0,0,0,0,0,0,0,0,12.47,0.0,0.0,0.0,10.43,0.0,0.0,0.0,77.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.04,0.76,1.27
301890902,1001,347,654,0.0,2,345,31,0,0,0,29,0,0,0,285,0,0,0,0,0,0,0,0,8.99,0.0,0.0,0.0,8.41,0.0,0.0,0.0,82.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.33,0.0,0.58
301890903,1229,455,774,3.0,2,450,48,0,0,0,45,0,0,0,357,0,0,0,0,0,0,0,0,10.67,0.0,0.0,0.0,10.0,0.0,0.0,0.0,79.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.98,0.67,0.44
301890904,2449,923,1526,5.0,4,914,76,0,0,0,92,0,0,0,746,0,0,0,0,0,0,0,0,8.32,0.0,0.0,0.0,10.07,0.0,0.0,0.0,81.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.31,0.55,0.44
301891001,1470,682,788,4.0,3,675,94,0,0,0,70,0,0,0,511,0,0,0,0,0,0,0,0,13.93,0.0,0.0,0.0,10.37,0.0,0.0,0.0,75.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.61,0.59,0.44
301891003,1470,682,788,4.0,3,675,94,0,0,0,70,0,0,0,511,0,0,0,0,0,0,0,0,13.93,0.0,0.0,0.0,10.37,0.0,0.0,0.0,75.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.61,0.59,0.44
301891004,1470,682,788,4.0,3,675,94,0,0,0,70,0,0,0,511,0,0,0,0,0,0,0,0,13.93,0.0,0.0,0.0,10.37,0.0,0.0,0.0,75.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.61,0.59,0.44
301891101,1911,1039,872,3.0,14,1022,421,0,0,0,242,0,0,0,359,0,0,0,0,0,0,0,0,41.19,0.0,0.0,0.0,23.68,0.0,0.0,0.0,35.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.63,0.29,1.37
301891102,977,517,460,3.0,6,508,230,0,0,0,109,0,0,0,169,0,0,0,0,0,0,0,0,45.28,0.0,0.0,0.0,21.46,0.0,0.0,0.0,33.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.08,0.59,1.18
301891103,997,541,456,2.0,8,531,224,0,0,0,139,0,0,0,168,0,0,0,0,0,0,0,0,42.18,0.0,0.0,0.0,26.18,0.0,0.0,0.0,31.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.74,0.38,1.51
301891104,3096,2065,1031,8.0,20,2037,901,0,0,0,529,0,0,0,607,0,0,0,0,0,0,0,0,44.23,0.0,0.0,0.0,25.97,0.0,0.0,0.0,29.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.39,0.98
301891201,958,676,282,4.0,7,665,274,0,0,0,190,0,0,0,201,0,0,0,0,0,0,0,0,41.2,0.0,0.0,0.0,28.57,0.0,0.0,0.0,30.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.44,0.6,1.05
301891202,3007,2110,897,21.0,20,2069,761,0,0,0,671,0,0,0,637,0,0,0,0,0,0,0,0,36.78,0.0,0.0,0.0,32.43,0.0,0.0,0.0,30.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.83,1.01,0.97
301891203,960,642,318,6.0,7,629,254,0,0,0,175,0,0,0,200,0,0,0,0,0,0,0,0,40.38,0.0,0.0,0.0,27.82,0.0,0.0,0.0,31.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.12,0.95,1.11
301891204,1202,888,314,4.0,12,872,377,0,0,0,214,0,0,0,281,0,0,0,0,0,0,0,0,43.23,0.0,0.0,0.0,24.54,0.0,0.0,0.0,32.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.12,0.46,1.38
301891302,2443,1671,772,18.0,14,1639,744,0,0,0,426,0,0,0,469,0,0,0,0,0,0,0,0,45.39,0.0,0.0,0.0,25.99,0.0,0.0,0.0,28.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6,1.1,0.85
301891303,2499,1603,896,18.0,7,1578,659,0,0,0,475,0,0,0,444,0,0,0,0,0,0,0,0,41.76,0.0,0.0,0.0,30.1,0.0,0.0,0.0,28.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.85,1.14,0.44
301891401,2225,1586,639,15.0,13,1558,505,0,0,0,431,0,0,0,622,0,0,0,0,0,0,0,0,32.41,0.0,0.0,0.0,27.66,0.0,0.0,0.0,39.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.72,0.96,0.83
301891402,2370,1356,1014,13.0,5,1338,527,0,0,0,239,0,0,0,572,0,0,0,0,0,0,0,0,39.39,0.0,0.0,0.0,17.86,0.0,0.0,0.0,42.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.78,0.97,0.37
301891403,1076,550,526,7.0,2,541,224,0,0,0,74,0,0,0,243,0,0,0,0,0,0,0,0,41.4,0.0,0.0,0.0,13.68,0.0,0.0,0.0,44.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.88,1.29,0.37
301891501,3779,2664,1115,22.0,12,2630,1107,0,0,0,641,0,0,0,882,0,0,0,0,0,0,0,0,42.09,0.0,0.0,0.0,24.37,0.0,0.0,0.0,33.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.51,0.84,0.46
301891502,1178,766,412,2.0,12,752,285,0,0,0,172,0,0,0,295,0,0,0,0,0,0,0,0,37.9,0.0,0.0,0.0,22.87,0.0,0.0,0.0,39.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.97,0.27,1.6
301891503,2325,1356,969,21.0,13,1322,533,0,0,0,240,0,0,0,549,0,0,0,0,0,0,0,0,40.32,0.0,0.0,0.0,18.15,0.0,0.0,0.0,41.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.68,1.59,0.98
301891601,1032,484,548,5.0,10,469,126,0,0,0,71,0,0,0,272,0,0,0,0,0,0,0,0,26.87,0.0,0.0,0.0,15.14,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.1,1.07,2.13
301891602,1038,462,576,4.0,10,448,54,0,0,0,39,0,0,0,355,0,0,0,0,0,0,0,0,12.05,0.0,0.0,0.0,8.71,0.0,0.0,0.0,79.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.49,0.89,2.23
301891603,971,402,569,2.0,6,394,50,0,0,0,45,0,0,0,299,0,0,0,0,0,0,0,0,12.69,0.0,0.0,0.0,11.42,0.0,0.0,0.0,75.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.6,0.51,1.52
301891701,2520,1514,1006,10.0,10,1494,666,0,0,0,255,0,0,0,573,0,0,0,0,0,0,0,0,44.58,0.0,0.0,0.0,17.07,0.0,0.0,0.0,38.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.92,0.67,0.67
301891702,1293,527,766,1.0,6,520,79,0,0,0,55,0,0,0,386,0,0,0,0,0,0,0,0,15.19,0.0,0.0,0.0,10.58,0.0,0.0,0.0,74.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.24,0.19,1.15
301891703,996,451,545,4.0,10,437,135,0,0,0,53,0,0,0,249,0,0,0,0,0,0,0,0,30.89,0.0,0.0,0.0,12.13,0.0,0.0,0.0,56.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.72,0.92,2.29
301891801,969,515,454,3.0,4,508,202,0,0,0,97,0,0,0,209,0,0,0,0,0,0,0,0,39.76,0.0,0.0,0.0,19.09,0.0,0.0,0.0,41.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.85,0.59,0.79
301891803,995,594,401,1.0,7,586,293,0,0,0,109,0,0,0,184,0,0,0,0,0,0,0,0,50.0,0.0,0.0,0.0,18.6,0.0,0.0,0.0,31.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.3,0.17,1.19
301891804,2263,1249,1014,16.0,9,1224,585,0,0,0,191,0,0,0,448,0,0,0,0,0,0,0,0,47.79,0.0,0.0,0.0,15.6,0.0,0.0,0.0,36.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.81,1.31,0.74
302020101,1729,926,803,24.0,13,889,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,655,0.0,0.0,0.0,0.0,0.0,26.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.68,46.44,2.7,1.46
302020102,2044,1074,970,23.0,15,1036,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,715,0.0,0.0,0.0,0.0,0.0,30.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.02,47.46,2.22,1.45
302020103,2675,1469,1206,14.0,26,1429,0,0,0,0,0,461,0,0,0,0,0,0,0,0,0,0,968,0.0,0.0,0.0,0.0,0.0,32.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.74,45.08,0.98,1.82
302020104,894,492,402,7.0,6,479,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,295,0.0,0.0,0.0,0.0,0.0,38.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.59,44.97,1.46,1.25
302060000,3817,2619,1198,59.0,19,2541,0,0,0,0,1385,0,0,0,0,0,0,0,0,0,0,0,1156,0.0,0.0,0.0,0.0,54.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.49,31.39,2.32,0.75
302590000,4077,2567,1510,25.0,13,2529,0,0,0,0,1489,0,0,0,0,0,0,1040,0,0,0,0,0,0.0,0.0,0.0,0.0,58.88,0.0,0.0,0.0,0.0,0.0,0.0,41.12,0.0,0.0,0.0,0.0,0.0,37.04,0.99,0.51
303460000,1568,1344,224,29.0,9,1306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,14.29,2.22,0.69
310230000,311,232,79,2.0,3,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,25.4,0.88,1.32
310330101,4061,2265,1796,18.0,22,2225,497,0,0,0,0,0,0,0,0,0,0,952,0,0,0,0,776,22.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.79,0.0,0.0,0.0,0.0,34.88,44.23,0.81,0.99
310330102,1880,1109,771,13.0,10,1086,256,0,0,0,0,0,0,0,0,0,0,451,0,0,0,0,379,23.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.53,0.0,0.0,0.0,0.0,34.9,41.01,1.2,0.92
310330103,1839,1048,791,8.0,9,1031,254,0,0,0,0,0,0,0,0,0,0,438,0,0,0,0,339,24.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.48,0.0,0.0,0.0,0.0,32.88,43.01,0.78,0.87
310420000,2371,1687,684,27.0,32,1628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,28.85,1.66,1.97
310660000,3235,2233,1002,34.0,23,2176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,30.97,1.56,1.06
311070000,4741,2802,1939,44.0,33,2725,0,0,0,0,0,1249,0,0,0,0,554,0,0,0,0,0,922,0.0,0.0,0.0,0.0,0.0,45.83,0.0,0.0,0.0,0.0,20.33,0.0,0.0,0.0,0.0,0.0,33.83,40.9,1.61,1.21
311130101,1261,729,532,18.0,7,704,0,0,0,0,393,0,0,0,311,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55.82,0.0,0.0,0.0,44.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.19,2.56,0.99
311130102,2714,1852,862,24.0,12,1816,0,0,0,0,879,0,0,0,937,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48.4,0.0,0.0,0.0,51.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.76,1.32,0.66
311130103,2732,1835,897,21.0,11,1803,0,0,0,0,841,0,0,0,962,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,46.64,0.0,0.0,0.0,53.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.83,1.16,0.61
311130104,619,433,186,7.0,8,418,0,0,0,0,207,0,0,0,211,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49.52,0.0,0.0,0.0,50.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.05,1.67,1.91
311130105,2593,1859,734,25.0,13,1821,0,0,0,0,940,0,0,0,881,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,51.62,0.0,0.0,0.0,48.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.31,1.37,0.71
311570101,1727,1029,698,10.0,10,1009,0,0,0,0,50,594,0,0,185,0,0,180,0,0,0,0,0,0.0,0.0,0.0,0.0,4.96,58.87,0.0,0.0,18.33,0.0,0.0,17.84,0.0,0.0,0.0,0.0,0.0,40.42,0.99,0.99
311570102,2701,1484,1217,17.0,17,1450,0,0,0,0,106,895,0,0,246,0,0,203,0,0,0,0,0,0.0,0.0,0.0,0.0,7.31,61.72,0.0,0.0,16.97,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,45.06,1.17,1.17
311570103,1558,829,729,9.0,4,816,0,0,0,0,62,450,0,0,164,0,0,140,0,0,0,0,0,0.0,0.0,0.0,0.0,7.6,55.15,0.0,0.0,20.1,0.0,0.0,17.16,0.0,0.0,0.0,0.0,0.0,46.79,1.1,0.49
311570104,1516,872,644,7.0,14,851,0,0,0,0,54,489,0,0,195,0,0,113,0,0,0,0,0,0.0,0.0,0.0,0.0,6.35,57.46,0.0,0.0,22.91,0.0,0.0,13.28,0.0,0.0,0.0,0.0,0.0,42.48,0.82,1.65
311570105,5645,3033,2612,41.0,34,2958,0,0,0,0,202,1706,0,0,569,0,0,481,0,0,0,0,0,0.0,0.0,0.0,0.0,6.83,57.67,0.0,0.0,19.24,0.0,0.0,16.26,0.0,0.0,0.0,0.0,0.0,46.27,1.39,1.15
311650000,5016,2953,2063,33.0,22,2898,0,0,0,0,269,2629,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,9.28,90.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.13,1.14,0.76
311870104,2379,1343,1036,21.0,11,1311,0,0,0,0,713,0,0,0,0,0,0,598,0,0,0,0,0,0.0,0.0,0.0,0.0,54.39,0.0,0.0,0.0,0.0,0.0,0.0,45.61,0.0,0.0,0.0,0.0,0.0,43.55,1.6,0.84
311870105,5022,3032,1990,43.0,37,2952,0,0,0,0,1563,0,0,0,0,0,0,1389,0,0,0,0,0,0.0,0.0,0.0,0.0,52.95,0.0,0.0,0.0,0.0,0.0,0.0,47.05,0.0,0.0,0.0,0.0,0.0,39.63,1.46,1.25
311870106,2497,1498,999,26.0,16,1456,0,0,0,0,764,0,0,0,0,0,0,692,0,0,0,0,0,0.0,0.0,0.0,0.0,52.47,0.0,0.0,0.0,0.0,0.0,0.0,47.53,0.0,0.0,0.0,0.0,0.0,40.01,1.79,1.1
312390000,1385,956,429,23.0,30,903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,30.97,2.55,3.32
312820101,2542,1408,1134,10.0,15,1383,0,0,0,0,625,0,0,0,557,0,0,0,201,0,0,0,0,0.0,0.0,0.0,0.0,45.19,0.0,0.0,0.0,40.27,0.0,0.0,0.0,14.53,0.0,0.0,0.0,0.0,44.61,0.72,1.08
312820102,3720,1957,1763,12.0,18,1927,0,0,0,0,911,0,0,0,753,0,0,0,263,0,0,0,0,0.0,0.0,0.0,0.0,47.28,0.0,0.0,0.0,39.08,0.0,0.0,0.0,13.65,0.0,0.0,0.0,0.0,47.39,0.62,0.93
312910101,759,513,246,6.0,1,506,0,0,0,0,0,90,0,0,0,0,0,173,0,0,0,0,243,0.0,0.0,0.0,0.0,0.0,17.79,0.0,0.0,0.0,0.0,0.0,34.19,0.0,0.0,0.0,0.0,48.02,32.41,1.19,0.2
312910102,2768,1767,1001,20.0,19,1728,0,0,0,0,0,241,0,0,0,0,0,585,0,0,0,0,902,0.0,0.0,0.0,0.0,0.0,13.95,0.0,0.0,0.0,0.0,0.0,33.85,0.0,0.0,0.0,0.0,52.2,36.16,1.16,1.1
312910103,3590,2337,1253,27.0,14,2296,0,0,0,0,0,347,0,0,0,0,0,820,0,0,0,0,1129,0.0,0.0,0.0,0.0,0.0,15.11,0.0,0.0,0.0,0.0,0.0,35.71,0.0,0.0,0.0,0.0,49.17,34.9,1.18,0.61
313900000,1979,1163,816,16.0,25,1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,41.23,1.43,2.23
313950101,1660,827,833,9.0,14,804,233,0,0,0,0,0,0,0,0,0,0,571,0,0,0,0,0,28.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.02,0.0,0.0,0.0,0.0,0.0,50.18,1.12,1.74
313950102,710,304,406,3.0,4,297,97,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,32.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.34,0.0,0.0,0.0,0.0,0.0,57.18,1.01,1.35
313950103,849,386,463,5.0,8,373,106,0,0,0,0,0,0,0,0,0,0,267,0,0,0,0,0,28.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.58,0.0,0.0,0.0,0.0,0.0,54.53,1.34,2.14
313950104,917,462,455,8.0,2,452,117,0,0,0,0,0,0,0,0,0,0,335,0,0,0,0,0,25.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.12,0.0,0.0,0.0,0.0,0.0,49.62,1.77,0.44
313950105,2323,1342,981,23.0,9,1310,398,0,0,0,0,0,0,0,0,0,0,912,0,0,0,0,0,30.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.62,0.0,0.0,0.0,0.0,0.0,42.23,1.76,0.69
313950106,2883,1736,1147,24.0,11,1701,436,0,0,0,0,0,0,0,0,0,0,1265,0,0,0,0,0,25.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.37,0.0,0.0,0.0,0.0,0.0,39.78,1.41,0.65
313950107,2815,1696,1119,23.0,12,1661,490,0,0,0,0,0,0,0,0,0,0,1171,0,0,0,0,0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.5,0.0,0.0,0.0,0.0,0.0,39.75,1.38,0.72
313950108,2953,1690,1263,20.0,17,1653,538,0,0,0,0,0,0,0,0,0,0,1115,0,0,0,0,0,32.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.45,0.0,0.0,0.0,0.0,0.0,42.77,1.21,1.03
313950109,2741,1402,1339,16.0,15,1371,451,0,0,0,0,0,0,0,0,0,0,920,0,0,0,0,0,32.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.1,0.0,0.0,0.0,0.0,0.0,48.85,1.17,1.09
313950110,647,260,387,6.0,6,248,74,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,29.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.16,0.0,0.0,0.0,0.0,0.0,59.81,2.42,2.42
314240101,2674,1459,1215,11.0,9,1439,270,0,0,0,0,536,0,0,0,0,0,633,0,0,0,0,0,18.76,0.0,0.0,0.0,0.0,37.25,0.0,0.0,0.0,0.0,0.0,43.99,0.0,0.0,0.0,0.0,0.0,45.44,0.76,0.63
314240102,2628,1531,1097,10.0,10,1511,295,0,0,0,0,500,0,0,0,0,0,716,0,0,0,0,0,19.52,0.0,0.0,0.0,0.0,33.09,0.0,0.0,0.0,0.0,0.0,47.39,0.0,0.0,0.0,0.0,0.0,41.74,0.66,0.66
314240103,3500,2072,1428,16.0,13,2043,399,0,0,0,0,744,0,0,0,0,0,900,0,0,0,0,0,19.53,0.0,0.0,0.0,0.0,36.42,0.0,0.0,0.0,0.0,0.0,44.05,0.0,0.0,0.0,0.0,0.0,40.8,0.78,0.64
314240104,2723,1675,1048,13.0,20,1642,297,0,0,0,0,654,0,0,0,0,0,691,0,0,0,0,0,18.09,0.0,0.0,0.0,0.0,39.83,0.0,0.0,0.0,0.0,0.0,42.08,0.0,0.0,0.0,0.0,0.0,38.49,0.79,1.22
314240105,1677,1095,582,7.0,10,1078,150,0,0,0,0,459,0,0,0,0,0,469,0,0,0,0,0,13.91,0.0,0.0,0.0,0.0,42.58,0.0,0.0,0.0,0.0,0.0,43.51,0.0,0.0,0.0,0.0,0.0,34.7,0.65,0.93
314460101,1572,985,587,30.0,15,940,0,0,0,0,0,489,0,0,451,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,52.02,0.0,0.0,47.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.34,3.19,1.6
314460102,1594,1009,585,13.0,14,982,0,0,0,0,0,521,0,0,461,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,53.05,0.0,0.0,46.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.7,1.32,1.43
