CODE_IRIS,inscrits,votants,abstentions,blancs,nuls,exprimes,RN,EXD,LR,DVD,DVC,MODEM,UDI,UG,PS,DVG,EELV,PCF,EXG,AUTRE,score_RN,score_EXD,score_LR,score_DVD,score_DVC,score_MODEM,score_UDI,score_UG,score_PS,score_DVG,score_EELV,score_PCF,score_EXG,score_AUTRE,pct_abstention,score_blanc,score_nul
132070102,1944,1243,701,0.0,29,1214,176,0,0,634,0,0,0,404,0,0,0,0,0,0,14.5,0.0,0.0,52.22,0.0,0.0,0.0,33.28,0.0,0.0,0.0,0.0,0.0,0.0,36.06,0.0,2.39
132070201,1783,1185,598,0.0,35,1150,157,0,0,631,0,0,0,362,0,0,0,0,0,0,13.65,0.0,0.0,54.87,0.0,0.0,0.0,31.48,0.0,0.0,0.0,0.0,0.0,0.0,33.54,0.0,3.04
132070202,672,435,237,0.0,14,421,40,0,0,236,0,0,0,145,0,0,0,0,0,0,9.5,0.0,0.0,56.06,0.0,0.0,0.0,34.44,0.0,0.0,0.0,0.0,0.0,0.0,35.27,0.0,3.33
132070203,1470,979,491,0.0,24,955,118,0,0,532,0,0,0,305,0,0,0,0,0,0,12.36,0.0,0.0,55.71,0.0,0.0,0.0,31.94,0.0,0.0,0.0,0.0,0.0,0.0,33.4,0.0,2.51
132070301,672,435,237,0.0,14,421,40,0,0,236,0,0,0,145,0,0,0,0,0,0,9.5,0.0,0.0,56.06,0.0,0.0,0.0,34.44,0.0,0.0,0.0,0.0,0.0,0.0,35.27,0.0,3.33
132070401,1992,1314,678,0.0,43,1271,246,0,0,666,0,0,0,359,0,0,0,0,0,0,19.35,0.0,0.0,52.4,0.0,0.0,0.0,28.25,0.0,0.0,0.0,0.0,0.0,0.0,34.04,0.0,3.38
132070402,1884,1183,701,0.0,34,1149,270,0,0,572,0,0,0,307,0,0,0,0,0,0,23.5,0.0,0.0,49.78,0.0,0.0,0.0,26.72,0.0,0.0,0.0,0.0,0.0,0.0,37.21,0.0,2.96
132070403,907,581,326,0.0,15,566,103,0,0,301,0,0,0,162,0,0,0,0,0,0,18.2,0.0,0.0,53.18,0.0,0.0,0.0,28.62,0.0,0.0,0.0,0.0,0.0,0.0,35.94,0.0,2.65
132070501,1329,871,458,0.0,34,837,90,0,0,556,0,0,0,191,0,0,0,0,0,0,10.75,0.0,0.0,66.43,0.0,0.0,0.0,22.82,0.0,0.0,0.0,0.0,0.0,0.0,34.46,0.0,4.06
132070502,1127,741,386,0.0,16,725,96,0,0,472,0,0,0,157,0,0,0,0,0,0,13.24,0.0,0.0,65.1,0.0,0.0,0.0,21.66,0.0,0.0,0.0,0.0,0.0,0.0,34.25,0.0,2.21
132070601,2057,1350,707,0.0,45,1305,268,0,0,636,0,0,0,401,0,0,0,0,0,0,20.54,0.0,0.0,48.74,0.0,0.0,0.0,30.73,0.0,0.0,0.0,0.0,0.0,0.0,34.37,0.0,3.45
132070602,1042,656,386,0.0,25,631,130,0,0,311,0,0,0,190,0,0,0,0,0,0,20.6,0.0,0.0,49.29,0.0,0.0,0.0,30.11,0.0,0.0,0.0,0.0,0.0,0.0,37.04,0.0,3.96
132070603,1268,769,499,0.0,15,754,128,0,0,378,0,0,0,248,0,0,0,0,0,0,16.98,0.0,0.0,50.13,0.0,0.0,0.0,32.89,0.0,0.0,0.0,0.0,0.0,0.0,39.35,0.0,1.99
132070604,1765,1118,647,0.0,22,1096,220,0,0,479,0,0,0,397,0,0,0,0,0,0,20.07,0.0,0.0,43.7,0.0,0.0,0.0,36.22,0.0,0.0,0.0,0.0,0.0,0.0,36.66,0.0,2.01
132070701,1091,699,392,0.0,15,684,158,0,0,328,0,0,0,198,0,0,0,0,0,0,23.1,0.0,0.0,47.95,0.0,0.0,0.0,28.95,0.0,0.0,0.0,0.0,0.0,0.0,35.93,0.0,2.19
132070702,838,493,345,0.0,14,479,75,0,0,225,0,0,0,179,0,0,0,0,0,0,15.66,0.0,0.0,46.97,0.0,0.0,0.0,37.37,0.0,0.0,0.0,0.0,0.0,0.0,41.17,0.0,2.92
132070703,1608,986,622,0.0,38,948,147,0,0,469,0,0,0,332,0,0,0,0,0,0,15.51,0.0,0.0,49.47,0.0,0.0,0.0,35.02,0.0,0.0,0.0,0.0,0.0,0.0,38.68,0.0,4.01
132090101,865,523,342,0.0,12,511,105,0,0,249,0,0,0,157,0,0,0,0,0,0,20.55,0.0,0.0,48.73,0.0,0.0,0.0,30.72,0.0,0.0,0.0,0.0,0.0,0.0,39.54,0.0,2.35
132090102,1431,690,741,0.0,26,664,105,0,0,309,0,0,0,250,0,0,0,0,0,0,15.81,0.0,0.0,46.54,0.0,0.0,0.0,37.65,0.0,0.0,0.0,0.0,0.0,0.0,51.78,0.0,3.92
132090103,1213,739,474,0.0,21,718,170,0,0,354,0,0,0,194,0,0,0,0,0,0,23.68,0.0,0.0,49.3,0.0,0.0,0.0,27.02,0.0,0.0,0.0,0.0,0.0,0.0,39.08,0.0,2.92
132090104,476,263,213,0.0,12,251,91,0,0,111,0,0,0,49,0,0,0,0,0,0,36.25,0.0,0.0,44.22,0.0,0.0,0.0,19.52,0.0,0.0,0.0,0.0,0.0,0.0,44.75,0.0,4.78
132090201,941,537,404,0.0,6,531,97,0,0,351,0,0,0,83,0,0,0,0,0,0,18.27,0.0,0.0,66.1,0.0,0.0,0.0,15.63,0.0,0.0,0.0,0.0,0.0,0.0,42.93,0.0,1.13
132090202,1783,1154,629,0.0,32,1122,206,0,0,731,0,0,0,185,0,0,0,0,0,0,18.36,0.0,0.0,65.15,0.0,0.0,0.0,16.49,0.0,0.0,0.0,0.0,0.0,0.0,35.28,0.0,2.85
132090203,1812,1110,702,0.0,29,1081,200,0,0,671,0,0,0,210,0,0,0,0,0,0,18.5,0.0,0.0,62.07,0.0,0.0,0.0,19.43,0.0,0.0,0.0,0.0,0.0,0.0,38.74,0.0,2.68
132090204,1327,882,445,0.0,51,831,222,0,0,507,0,0,0,102,0,0,0,0,0,0,26.71,0.0,0.0,61.01,0.0,0.0,0.0,12.27,0.0,0.0,0.0,0.0,0.0,0.0,33.53,0.0,6.14
132090301,1017,536,481,0.0,16,520,173,0,0,180,0,0,0,167,0,0,0,0,0,0,33.27,0.0,0.0,34.62,0.0,0.0,0.0,32.12,0.0,0.0,0.0,0.0,0.0,0.0,47.3,0.0,3.08
132090401,2255,1337,918,0.0,39,1298,254,0,0,795,0,0,0,249,0,0,0,0,0,0,19.57,0.0,0.0,61.25,0.0,0.0,0.0,19.18,0.0,0.0,0.0,0.0,0.0,0.0,40.71,0.0,3.0
132090402,1239,763,476,0.0,33,730,136,0,0,408,0,0,0,186,0,0,0,0,0,0,18.63,0.0,0.0,55.89,0.0,0.0,0.0,25.48,0.0,0.0,0.0,0.0,0.0,0.0,38.42,0.0,4.52
132090403,1327,882,445,0.0,51,831,222,0,0,507,0,0,0,102,0,0,0,0,0,0,26.71,0.0,0.0,61.01,0.0,0.0,0.0,12.27,0.0,0.0,0.0,0.0,0.0,0.0,33.53,0.0,6.14
132090404,1929,1059,870,0.0,29,1030,308,0,0,484,0,0,0,238,0,0,0,0,0,0,29.9,0.0,0.0,46.99,0.0,0.0,0.0,23.11,0.0,0.0,0.0,0.0,0.0,0.0,45.1,0.0,2.82
132090405,2436,1476,960,0.0,56,1420,341,0,0,791,0,0,0,288,0,0,0,0,0,0,24.01,0.0,0.0,55.7,0.0,0.0,0.0,20.28,0.0,0.0,0.0,0.0,0.0,0.0,39.41,0.0,3.94
132090406,1376,862,514,0.0,24,838,198,0,0,458,0,0,0,182,0,0,0,0,0,0,23.63,0.0,0.0,54.65,0.0,0.0,0.0,21.72,0.0,0.0,0.0,0.0,0.0,0.0,37.35,0.0,2.86
132090407,923,514,409,0.0,24,490,107,0,0,229,0,0,0,154,0,0,0,0,0,0,21.84,0.0,0.0,46.73,0.0,0.0,0.0,31.43,0.0,0.0,0.0,0.0,0.0,0.0,44.31,0.0,4.9
132090408,1127,667,460,0.0,28,639,192,0,0,318,0,0,0,129,0,0,0,0,0,0,30.05,0.0,0.0,49.77,0.0,0.0,0.0,20.19,0.0,0.0,0.0,0.0,0.0,0.0,40.82,0.0,4.38
132090409,547,290,257,0.0,11,279,74,0,0,144,0,0,0,61,0,0,0,0,0,0,26.52,0.0,0.0,51.61,0.0,0.0,0.0,21.86,0.0,0.0,0.0,0.0,0.0,0.0,46.98,0.0,3.94
132090501,1026,581,445,0.0,14,567,100,0,0,308,0,0,0,159,0,0,0,0,0,0,17.64,0.0,0.0,54.32,0.0,0.0,0.0,28.04,0.0,0.0,0.0,0.0,0.0,0.0,43.37,0.0,2.47
132090502,880,542,338,0.0,10,532,76,0,0,318,0,0,0,138,0,0,0,0,0,0,14.29,0.0,0.0,59.77,0.0,0.0,0.0,25.94,0.0,0.0,0.0,0.0,0.0,0.0,38.41,0.0,1.88
132090503,1026,581,445,0.0,14,567,100,0,0,308,0,0,0,159,0,0,0,0,0,0,17.64,0.0,0.0,54.32,0.0,0.0,0.0,28.04,0.0,0.0,0.0,0.0,0.0,0.0,43.37,0.0,2.47
132090601,1389,810,579,0.0,28,782,240,0,0,393,0,0,0,149,0,0,0,0,0,0,30.69,0.0,0.0,50.26,0.0,0.0,0.0,19.05,0.0,0.0,0.0,0.0,0.0,0.0,41.68,0.0,3.58
132090602,476,263,213,0.0,12,251,91,0,0,111,0,0,0,49,0,0,0,0,0,0,36.25,0.0,0.0,44.22,0.0,0.0,0.0,19.52,0.0,0.0,0.0,0.0,0.0,0.0,44.75,0.0,4.78
132090603,476,263,213,0.0,12,251,91,0,0,111,0,0,0,49,0,0,0,0,0,0,36.25,0.0,0.0,44.22,0.0,0.0,0.0,19.52,0.0,0.0,0.0,0.0,0.0,0.0,44.75,0.0,4.78
132090701,3953,2452,1501,0.0,108,2344,522,0,0,1249,0,0,0,573,0,0,0,0,0,0,22.27,0.0,0.0,53.28,0.0,0.0,0.0,24.45,0.0,0.0,0.0,0.0,0.0,0.0,37.97,0.0,4.61
132090702,1431,690,741,0.0,26,664,105,0,0,309,0,0,0,250,0,0,0,0,0,0,15.81,0.0,0.0,46.54,0.0,0.0,0.0,37.65,0.0,0.0,0.0,0.0,0.0,0.0,51.78,0.0,3.92
132090703,2570,1377,1193,0.0,48,1329,233,0,0,629,0,0,0,467,0,0,0,0,0,0,17.53,0.0,0.0,47.33,0.0,0.0,0.0,35.14,0.0,0.0,0.0,0.0,0.0,0.0,46.42,0.0,3.61
132090704,1161,790,371,0.0,40,750,134,0,0,443,0,0,0,173,0,0,0,0,0,0,17.87,0.0,0.0,59.07,0.0,0.0,0.0,23.07,0.0,0.0,0.0,0.0,0.0,0.0,31.96,0.0,5.33
132090801,1325,697,628,0.0,30,667,206,0,0,354,0,0,0,107,0,0,0,0,0,0,30.88,0.0,0.0,53.07,0.0,0.0,0.0,16.04,0.0,0.0,0.0,0.0,0.0,0.0,47.4,0.0,4.5
132090802,945,526,419,0.0,22,504,191,0,0,224,0,0,0,89,0,0,0,0,0,0,37.9,0.0,0.0,44.44,0.0,0.0,0.0,17.66,0.0,0.0,0.0,0.0,0.0,0.0,44.34,0.0,4.37
132090803,2354,1264,1090,0.0,43,1221,375,0,0,594,0,0,0,252,0,0,0,0,0,0,30.71,0.0,0.0,48.65,0.0,0.0,0.0,20.64,0.0,0.0,0.0,0.0,0.0,0.0,46.3,0.0,3.52
132090804,1453,865,588,0.0,25,840,206,0,0,476,0,0,0,158,0,0,0,0,0,0,24.52,0.0,0.0,56.67,0.0,0.0,0.0,18.81,0.0,0.0,0.0,0.0,0.0,0.0,40.47,0.0,2.98
132090805,797,500,297,0.0,25,475,113,0,0,258,0,0,0,104,0,0,0,0,0,0,23.79,0.0,0.0,54.32,0.0,0.0,0.0,21.89,0.0,0.0,0.0,0.0,0.0,0.0,37.26,0.0,5.26
132090806,797,500,297,0.0,25,475,113,0,0,258,0,0,0,104,0,0,0,0,0,0,23.79,0.0,0.0,54.32,0.0,0.0,0.0,21.89,0.0,0.0,0.0,0.0,0.0,0.0,37.26,0.0,5.26
132090807,1907,1107,800,0.0,46,1061,267,0,0,578,0,0,0,216,0,0,0,0,0,0,25.16,0.0,0.0,54.48,0.0,0.0,0.0,20.36,0.0,0.0,0.0,0.0,0.0,0.0,41.95,0.0,4.34
132090808,2362,1204,1158,0.0,29,1175,285,0,0,549,0,0,0,341,0,0,0,0,0,0,24.26,0.0,0.0,46.72,0.0,0.0,0.0,29.02,0.0,0.0,0.0,0.0,0.0,0.0,49.03,0.0,2.47
132090809,1796,1013,783,0.0,39,974,264,0,0,501,0,0,0,209,0,0,0,0,0,0,27.1,0.0,0.0,51.44,0.0,0.0,0.0,21.46,0.0,0.0,0.0,0.0,0.0,0.0,43.6,0.0,4.0
132090901,1008,606,402,0.0,20,586,144,0,0,319,0,0,0,123,0,0,0,0,0,0,24.57,0.0,0.0,54.44,0.0,0.0,0.0,20.99,0.0,0.0,0.0,0.0,0.0,0.0,39.88,0.0,3.41
132090902,1008,606,402,0.0,20,586,144,0,0,319,0,0,0,123,0,0,0,0,0,0,24.57,0.0,0.0,54.44,0.0,0.0,0.0,20.99,0.0,0.0,0.0,0.0,0.0,0.0,39.88,0.0,3.41
132100101,3938,2193,1745,0.0,81,2112,716,0,0,902,0,0,0,494,0,0,0,0,0,0,33.9,0.0,0.0,42.71,0.0,0.0,0.0,23.39,0.0,0.0,0.0,0.0,0.0,0.0,44.31,0.0,3.84
132100102,709,382,327,0.0,21,361,126,0,0,150,0,0,0,85,0,0,0,0,0,0,34.9,0.0,0.0,41.55,0.0,0.0,0.0,23.55,0.0,0.0,0.0,0.0,0.0,0.0,46.12,0.0,5.82
132100103,1383,711,672,0.0,33,678,171,0,0,313,0,0,0,194,0,0,0,0,0,0,25.22,0.0,0.0,46.17,0.0,0.0,0.0,28.61,0.0,0.0,0.0,0.0,0.0,0.0,48.59,0.0,4.87
132100104,1383,711,672,0.0,33,678,171,0,0,313,0,0,0,194,0,0,0,0,0,0,25.22,0.0,0.0,46.17,0.0,0.0,0.0,28.61,0.0,0.0,0.0,0.0,0.0,0.0,48.59,0.0,4.87
132100201,1860,1093,767,0.0,40,1053,286,0,0,498,0,0,0,269,0,0,0,0,0,0,27.16,0.0,0.0,47.29,0.0,0.0,0.0,25.55,0.0,0.0,0.0,0.0,0.0,0.0,41.24,0.0,3.8
132100202,885,511,374,0.0,12,499,147,0,0,226,0,0,0,126,0,0,0,0,0,0,29.46,0.0,0.0,45.29,0.0,0.0,0.0,25.25,0.0,0.0,0.0,0.0,0.0,0.0,42.26,0.0,2.4
132100301,2057,1103,954,0.0,46,1057,296,0,0,436,0,0,0,325,0,0,0,0,0,0,28.0,0.0,0.0,41.25,0.0,0.0,0.0,30.75,0.0,0.0,0.0,0.0,0.0,0.0,46.38,0.0,4.35
132100302,1174,561,613,0.0,14,547,153,0,0,216,0,0,0,178,0,0,0,0,0,0,27.97,0.0,0.0,39.49,0.0,0.0,0.0,32.54,0.0,0.0,0.0,0.0,0.0,0.0,52.21,0.0,2.56
132100401,1916,1095,821,0.0,42,1053,300,0,0,564,0,0,0,189,0,0,0,0,0,0,28.49,0.0,0.0,53.56,0.0,0.0,0.0,17.95,0.0,0.0,0.0,0.0,0.0,0.0,42.85,0.0,3.99
132100402,1157,685,472,0.0,24,661,210,0,0,317,0,0,0,134,0,0,0,0,0,0,31.77,0.0,0.0,47.96,0.0,0.0,0.0,20.27,0.0,0.0,0.0,0.0,0.0,0.0,40.8,0.0,3.63
132100403,808,434,374,0.0,15,419,147,0,0,186,0,0,0,86,0,0,0,0,0,0,35.08,0.0,0.0,44.39,0.0,0.0,0.0,20.53,0.0,0.0,0.0,0.0,0.0,0.0,46.29,0.0,3.58
132100404,1011,564,447,0.0,11,553,161,0,0,286,0,0,0,106,0,0,0,0,0,0,29.11,0.0,0.0,51.72,0.0,0.0,0.0,19.17,0.0,0.0,0.0,0.0,0.0,0.0,44.21,0.0,1.99
132100405,2110,1152,958,0.0,34,1118,332,0,0,503,0,0,0,283,0,0,0,0,0,0,29.7,0.0,0.0,44.99,0.0,0.0,0.0,25.31,0.0,0.0,0.0,0.0,0.0,0.0,45.4,0.0,3.04
132100406,1095,666,429,0.0,23,643,203,0,0,318,0,0,0,122,0,0,0,0,0,0,31.57,0.0,0.0,49.46,0.0,0.0,0.0,18.97,0.0,0.0,0.0,0.0,0.0,0.0,39.18,0.0,3.58
132100407,1179,690,489,0.0,36,654,198,0,0,349,0,0,0,107,0,0,0,0,0,0,30.28,0.0,0.0,53.36,0.0,0.0,0.0,16.36,0.0,0.0,0.0,0.0,0.0,0.0,41.48,0.0,5.5
132100408,1269,748,521,0.0,20,728,165,0,0,372,0,0,0,191,0,0,0,0,0,0,22.66,0.0,0.0,51.1,0.0,0.0,0.0,26.24,0.0,0.0,0.0,0.0,0.0,0.0,41.06,0.0,2.75
132100501,1235,703,532,0.0,28,675,209,0,0,365,0,0,0,101,0,0,0,0,0,0,30.96,0.0,0.0,54.07,0.0,0.0,0.0,14.96,0.0,0.0,0.0,0.0,0.0,0.0,43.08,0.0,4.15
132100502,1097,676,421,0.0,24,652,189,0,0,351,0,0,0,112,0,0,0,0,0,0,28.99,0.0,0.0,53.83,0.0,0.0,0.0,17.18,0.0,0.0,0.0,0.0,0.0,0.0,38.38,0.0,3.68
132100503,1250,675,575,0.0,25,650,216,0,0,339,0,0,0,95,0,0,0,0,0,0,33.23,0.0,0.0,52.15,0.0,0.0,0.0,14.62,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,3.85
132100504,1058,577,481,0.0,24,553,132,0,0,288,0,0,0,133,0,0,0,0,0,0,23.87,0.0,0.0,52.08,0.0,0.0,0.0,24.05,0.0,0.0,0.0,0.0,0.0,0.0,45.46,0.0,4.34
132100505,1161,743,418,0.0,36,707,211,0,0,370,0,0,0,126,0,0,0,0,0,0,29.84,0.0,0.0,52.33,0.0,0.0,0.0,17.82,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,5.09
132100506,2850,1516,1334,0.0,40,1476,456,0,0,764,0,0,0,256,0,0,0,0,0,0,30.89,0.0,0.0,51.76,0.0,0.0,0.0,17.34,0.0,0.0,0.0,0.0,0.0,0.0,46.81,0.0,2.71
132100602,1211,664,547,0.0,36,628,204,0,0,283,0,0,0,141,0,0,0,0,0,0,32.48,0.0,0.0,45.06,0.0,0.0,0.0,22.45,0.0,0.0,0.0,0.0,0.0,0.0,45.17,0.0,5.73
132100603,1536,894,642,0.0,52,842,271,0,0,359,0,0,0,212,0,0,0,0,0,0,32.19,0.0,0.0,42.64,0.0,0.0,0.0,25.18,0.0,0.0,0.0,0.0,0.0,0.0,41.8,0.0,6.18
132110101,1463,944,519,0.0,27,917,260,0,0,474,0,0,0,183,0,0,0,0,0,0,28.35,0.0,0.0,51.69,0.0,0.0,0.0,19.96,0.0,0.0,0.0,0.0,0.0,0.0,35.48,0.0,2.94
132110201,1440,820,620,0.0,26,794,281,0,0,290,0,0,0,223,0,0,0,0,0,0,35.39,0.0,0.0,36.52,0.0,0.0,0.0,28.09,0.0,0.0,0.0,0.0,0.0,0.0,43.06,0.0,3.27
132110202,1440,820,620,0.0,26,794,281,0,0,290,0,0,0,223,0,0,0,0,0,0,35.39,0.0,0.0,36.52,0.0,0.0,0.0,28.09,0.0,0.0,0.0,0.0,0.0,0.0,43.06,0.0,3.27
132110301,3020,1914,1106,0.0,68,1846,500,0,0,946,0,0,0,400,0,0,0,0,0,0,27.09,0.0,0.0,51.25,0.0,0.0,0.0,21.67,0.0,0.0,0.0,0.0,0.0,0.0,36.62,0.0,3.68
132110401,1323,854,469,0.0,35,819,255,0,0,377,0,0,0,187,0,0,0,0,0,0,31.14,0.0,0.0,46.03,0.0,0.0,0.0,22.83,0.0,0.0,0.0,0.0,0.0,0.0,35.45,0.0,4.27
132110501,1021,541,480,0.0,18,523,196,0,0,171,0,0,0,156,0,0,0,0,0,0,37.48,0.0,0.0,32.7,0.0,0.0,0.0,29.83,0.0,0.0,0.0,0.0,0.0,0.0,47.01,0.0,3.44
132110502,1017,536,481,0.0,16,520,173,0,0,180,0,0,0,167,0,0,0,0,0,0,33.27,0.0,0.0,34.62,0.0,0.0,0.0,32.12,0.0,0.0,0.0,0.0,0.0,0.0,47.3,0.0,3.08
132110601,937,382,555,0.0,17,365,62,0,0,182,0,0,0,121,0,0,0,0,0,0,16.99,0.0,0.0,49.86,0.0,0.0,0.0,33.15,0.0,0.0,0.0,0.0,0.0,0.0,59.23,0.0,4.66
132110602,937,382,555,0.0,17,365,62,0,0,182,0,0,0,121,0,0,0,0,0,0,16.99,0.0,0.0,49.86,0.0,0.0,0.0,33.15,0.0,0.0,0.0,0.0,0.0,0.0,59.23,0.0,4.66
132110603,1011,610,401,0.0,17,593,200,0,0,271,0,0,0,122,0,0,0,0,0,0,33.73,0.0,0.0,45.7,0.0,0.0,0.0,20.57,0.0,0.0,0.0,0.0,0.0,0.0,39.66,0.0,2.87
132110604,1018,622,396,0.0,18,604,174,0,0,288,0,0,0,142,0,0,0,0,0,0,28.81,0.0,0.0,47.68,0.0,0.0,0.0,23.51,0.0,0.0,0.0,0.0,0.0,0.0,38.9,0.0,2.98
132110605,1644,849,795,0.0,19,830,274,0,0,340,0,0,0,216,0,0,0,0,0,0,33.01,0.0,0.0,40.96,0.0,0.0,0.0,26.02,0.0,0.0,0.0,0.0,0.0,0.0,48.36,0.0,2.29
132110606,1706,1008,698,0.0,31,977,367,0,0,381,0,0,0,229,0,0,0,0,0,0,37.56,0.0,0.0,39.0,0.0,0.0,0.0,23.44,0.0,0.0,0.0,0.0,0.0,0.0,40.91,0.0,3.17
132110607,2414,1306,1108,0.0,54,1252,448,0,0,489,0,0,0,315,0,0,0,0,0,0,35.78,0.0,0.0,39.06,0.0,0.0,0.0,25.16,0.0,0.0,0.0,0.0,0.0,0.0,45.9,0.0,4.31
132110608,995,591,404,0.0,32,559,174,0,0,237,0,0,0,148,0,0,0,0,0,0,31.13,0.0,0.0,42.4,0.0,0.0,0.0,26.48,0.0,0.0,0.0,0.0,0.0,0.0,40.6,0.0,5.72
132110609,1047,581,466,0.0,14,567,196,0,0,224,0,0,0,147,0,0,0,0,0,0,34.57,0.0,0.0,39.51,0.0,0.0,0.0,25.93,0.0,0.0,0.0,0.0,0.0,0.0,44.51,0.0,2.47
132110701,2229,1239,990,0.0,36,1203,477,0,0,382,0,0,0,344,0,0,0,0,0,0,39.65,0.0,0.0,31.75,0.0,0.0,0.0,28.6,0.0,0.0,0.0,0.0,0.0,0.0,44.41,0.0,2.99
132110702,1293,715,578,0.0,40,675,249,0,0,265,0,0,0,161,0,0,0,0,0,0,36.89,0.0,0.0,39.26,0.0,0.0,0.0,23.85,0.0,0.0,0.0,0.0,0.0,0.0,44.7,0.0,5.93
132110703,1047,581,466,0.0,14,567,196,0,0,224,0,0,0,147,0,0,0,0,0,0,34.57,0.0,0.0,39.51,0.0,0.0,0.0,25.93,0.0,0.0,0.0,0.0,0.0,0.0,44.51,0.0,2.47
132110704,2365,1163,1202,0.0,47,1116,353,0,0,425,0,0,0,338,0,0,0,0,0,0,31.63,0.0,0.0,38.08,0.0,0.0,0.0,30.29,0.0,0.0,0.0,0.0,0.0,0.0,50.82,0.0,4.21
132110705,1293,715,578,0.0,40,675,249,0,0,265,0,0,0,161,0,0,0,0,0,0,36.89,0.0,0.0,39.26,0.0,0.0,0.0,23.85,0.0,0.0,0.0,0.0,0.0,0.0,44.7,0.0,5.93
132110706,1273,716,557,0.0,20,696,293,0,0,221,0,0,0,182,0,0,0,0,0,0,42.1,0.0,0.0,31.75,0.0,0.0,0.0,26.15,0.0,0.0,0.0,0.0,0.0,0.0,43.75,0.0,2.87
132110801,1141,672,469,0.0,20,652,183,0,0,339,0,0,0,130,0,0,0,0,0,0,28.07,0.0,0.0,51.99,0.0,0.0,0.0,19.94,0.0,0.0,0.0,0.0,0.0,0.0,41.1,0.0,3.07
132110802,1083,657,426,0.0,12,645,242,0,0,280,0,0,0,123,0,0,0,0,0,0,37.52,0.0,0.0,43.41,0.0,0.0,0.0,19.07,0.0,0.0,0.0,0.0,0.0,0.0,39.34,0.0,1.86
132110901,1237,784,453,0.0,29,755,217,0,0,386,0,0,0,152,0,0,0,0,0,0,28.74,0.0,0.0,51.13,0.0,0.0,0.0,20.13,0.0,0.0,0.0,0.0,0.0,0.0,36.62,0.0,3.84
132111001,911,517,394,0.0,14,503,181,0,0,221,0,0,0,101,0,0,0,0,0,0,35.98,0.0,0.0,43.94,0.0,0.0,0.0,20.08,0.0,0.0,0.0,0.0,0.0,0.0,43.25,0.0,2.78
132111002,911,517,394,0.0,14,503,181,0,0,221,0,0,0,101,0,0,0,0,0,0,35.98,0.0,0.0,43.94,0.0,0.0,0.0,20.08,0.0,0.0,0.0,0.0,0.0,0.0,43.25,0.0,2.78
132111003,752,393,359,0.0,11,382,153,0,0,113,0,0,0,116,0,0,0,0,0,0,40.05,0.0,0.0,29.58,0.0,0.0,0.0,30.37,0.0,0.0,0.0,0.0,0.0,0.0,47.74,0.0,2.88
132111004,1318,759,559,0.0,32,727,293,0,0,265,0,0,0,169,0,0,0,0,0,0,40.3,0.0,0.0,36.45,0.0,0.0,0.0,23.25,0.0,0.0,0.0,0.0,0.0,0.0,42.41,0.0,4.4
132111005,956,523,433,0.0,16,507,184,0,0,161,0,0,0,162,0,0,0,0,0,0,36.29,0.0,0.0,31.76,0.0,0.0,0.0,31.95,0.0,0.0,0.0,0.0,0.0,0.0,45.29,0.0,3.16
132111101,1274,782,492,0.0,32,750,260,0,0,325,0,0,0,165,0,0,0,0,0,0,34.67,0.0,0.0,43.33,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,38.62,0.0,4.27
132111102,1293,715,578,0.0,40,675,249,0,0,265,0,0,0,161,0,0,0,0,0,0,36.89,0.0,0.0,39.26,0.0,0.0,0.0,23.85,0.0,0.0,0.0,0.0,0.0,0.0,44.7,0.0,5.93
132120101,3937,2354,1583,0.0,87,2267,601,0,0,1167,0,0,0,499,0,0,0,0,0,0,26.51,0.0,0.0,51.48,0.0,0.0,0.0,22.01,0.0,0.0,0.0,0.0,0.0,0.0,40.21,0.0,3.84
132120102,1177,716,461,0.0,39,677,226,0,0,291,0,0,0,160,0,0,0,0,0,0,33.38,0.0,0.0,42.98,0.0,0.0,0.0,23.63,0.0,0.0,0.0,0.0,0.0,0.0,39.17,0.0,5.76
132120103,2640,1584,1056,0.0,58,1526,548,0,0,583,0,0,0,395,0,0,0,0,0,0,35.91,0.0,0.0,38.2,0.0,0.0,0.0,25.88,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,3.8
132120201,2256,1434,822,0.0,41,1393,332,0,0,748,0,0,0,313,0,0,0,0,0,0,23.83,0.0,0.0,53.7,0.0,0.0,0.0,22.47,0.0,0.0,0.0,0.0,0.0,0.0,36.44,0.0,2.94
132120202,3164,1926,1238,0.0,63,1863,466,0,0,966,0,0,0,431,0,0,0,0,0,0,25.01,0.0,0.0,51.85,0.0,0.0,0.0,23.13,0.0,0.0,0.0,0.0,0.0,0.0,39.13,0.0,3.38
132120301,531,311,220,0.0,16,295,69,0,0,149,0,0,0,77,0,0,0,0,0,0,23.39,0.0,0.0,50.51,0.0,0.0,0.0,26.1,0.0,0.0,0.0,0.0,0.0,0.0,41.43,0.0,5.42
132120302,1183,745,438,0.0,26,719,184,0,0,391,0,0,0,144,0,0,0,0,0,0,25.59,0.0,0.0,54.38,0.0,0.0,0.0,20.03,0.0,0.0,0.0,0.0,0.0,0.0,37.02,0.0,3.62
